voto,genero,edad,ponderado,inverso,homo_pon,estado,partido
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,58,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,46,0.78,1.282051282051282,61950.592798537466,NA,PAN-PRI-PRD
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,50,0.53,1.8867924528301885,91172.57053369665,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,28,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,63,0.4,2.5,120803.65595714808,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,26,0.33,3.0303030303030303,146428.6738874522,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,49,4.47,0.2237136465324385,10810.170555449493,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,35,4.47,0.2237136465324385,10810.170555449493,NA,PAN-PRI-PRD
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,42,2.09,0.47846889952153115,23120.31692959772,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,50,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,25,0.43,2.3255813953488373,112375.49391362612,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,27,2.27,0.44052863436123346,21286.98783385869,NA,MORENA-PT-Partido Verde
Ninguno,Hombre,38,0.41,2.4390243902439024,117857.2253240469,NA,Ninguno
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,70,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,39,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,68,1.52,0.6578947368421053,31790.435778196865,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,46,2.04,0.49019607843137253,23686.99136414668,NA,Movimiento Ciudadano
Ninguno,Hombre,51,2.28,0.4385964912280702,21193.623852131244,NA,Ninguno
Ninguno,Hombre,51,0.33,3.0303030303030303,146428.6738874522,NA,Ninguno
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,49,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,60,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,24,0.92,1.0869565217391304,52523.3286770209,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,28,0.69,1.4492753623188408,70031.10490269455,NA,MORENA-PT-Partido Verde
Ninguno,Hombre,35,0.41,2.4390243902439024,117857.2253240469,NA,Ninguno
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,42,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,30,1.39,0.7194244604316548,34763.64200205701,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,34,0.5,2.0,96642.92476571846,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,40,1.56,0.641025641025641,30975.296399268733,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,59,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,60,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,69,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,23,0.77,1.2987012987012987,62755.14595176524,NA,Movimiento Ciudadano
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,18,0.42,2.380952380952381,115051.10091156959,NA,Movimiento Ciudadano
NS/NC,Hombre,59,0.84,1.1904761904761905,57525.550455784796,NA,NS
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,63,0.53,1.8867924528301885,91172.57053369665,NA,PAN-PRI-PRD
NS/NC,Hombre,19,0.69,1.4492753623188408,70031.10490269455,NA,NS
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,42,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,42,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,58,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,31,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,45,0.78,1.282051282051282,61950.592798537466,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,99,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,23,0.9,1.1111111111111112,53690.513758732486,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,32,0.5,2.0,96642.92476571846,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,41,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,29,0.51,1.9607843137254901,94747.96545658672,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,50,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,49,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
NS/NC,Mujer,22,0.79,1.2658227848101264,61166.40807956864,NA,NS
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,50,0.62,1.6129032258064517,77937.84255299877,NA,PAN-PRI-PRD
Ninguno,Mujer,19,0.67,1.4925373134328357,72121.58564605855,NA,Ninguno
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,58,0.4,2.5,120803.65595714808,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,29,0.71,1.4084507042253522,68058.39772233694,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,47,4.58,0.2183406113537118,10550.537638178872,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,27,2.27,0.44052863436123346,21286.98783385869,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,53,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,99,4.91,0.20366598778004072,9841.438367181105,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,45,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,32,1.21,0.8264462809917356,39935.09287839606,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,41,1.83,0.5464480874316939,26405.17070101597,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,35,1.39,0.7194244604316548,34763.64200205701,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,37,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
Ninguno,Mujer,45,2.76,0.3623188405797102,17507.77622567364,NA,Ninguno
NS/NC,Hombre,43,1.04,0.9615384615384615,46462.9445989031,NA,NS
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,28,0.43,2.3255813953488373,112375.49391362612,NA,Movimiento Ciudadano
Ninguno,Mujer,52,0.32,3.125,151004.5699464351,NA,Ninguno
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,38,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD
NS/NC,Mujer,21,0.79,1.2658227848101264,61166.40807956864,NA,NS
Ninguno,Hombre,35,0.41,2.4390243902439024,117857.2253240469,NA,Ninguno
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,50,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,50,0.62,1.6129032258064517,77937.84255299877,NA,PAN-PRI-PRD
NS/NC,Mujer,22,0.79,1.2658227848101264,61166.40807956864,NA,NS
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,42,0.65,1.5384615384615383,74340.71135824495,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,40,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
Ninguno,Mujer,26,1.22,0.819672131147541,39607.75605152396,NA,Ninguno
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,28,0.33,3.0303030303030303,146428.6738874522,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,50,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,34,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,40,1.56,0.641025641025641,30975.296399268733,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,24,0.43,2.3255813953488373,112375.49391362612,NA,Movimiento Ciudadano
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,36,1.19,0.8403361344537815,40606.270909965744,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,53,3.62,0.27624309392265195,13348.470271508075,NA,PAN-PRI-PRD
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,43,2.09,0.47846889952153115,23120.31692959772,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,38,0.42,2.380952380952381,115051.10091156959,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,41,4.47,0.2237136465324385,10810.170555449493,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,37,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,42,1.56,0.641025641025641,30975.296399268733,NA,MORENA-PT-Partido Verde
Ninguno,Mujer,53,2.23,0.4484304932735426,21668.817212044498,NA,Ninguno
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,32,4.47,0.2237136465324385,10810.170555449493,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,27,7.61,0.1314060446780552,6349.732244790964,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,24,0.33,3.0303030303030303,146428.6738874522,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,45,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,22,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,56,3.62,0.27624309392265195,13348.470271508075,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,39,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,26,0.33,3.0303030303030303,146428.6738874522,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,56,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,24,2.02,0.49504950495049505,23921.516031118434,NA,PAN-PRI-PRD
NS/NC,Hombre,36,1.04,0.9615384615384615,46462.9445989031,NA,NS
NS/NC,Mujer,39,0.48,2.0833333333333335,100669.7132976234,NA,NS
NS/NC,Mujer,18,0.79,1.2658227848101264,61166.40807956864,NA,NS
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,51,0.53,1.8867924528301885,91172.57053369665,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,25,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,38,0.5,2.0,96642.92476571846,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,47,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,22,0.92,1.0869565217391304,52523.3286770209,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,37,1.19,0.8403361344537815,40606.270909965744,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,41,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
Ninguno,Hombre,28,1.06,0.9433962264150942,45586.285266848325,NA,Ninguno
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,50,0.62,1.6129032258064517,77937.84255299877,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,49,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,28,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,40,4.47,0.2237136465324385,10810.170555449493,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,25,0.94,1.0638297872340425,51405.81104559492,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,44,4.58,0.2183406113537118,10550.537638178872,NA,PAN-PRI-PRD
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,36,0.3,3.3333333333333335,161071.54127619744,NA,Movimiento Ciudadano
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,31,4.58,0.2183406113537118,10550.537638178872,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,27,0.33,3.0303030303030303,146428.6738874522,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,40,0.5,2.0,96642.92476571846,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,60,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,48,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,55,0.62,1.6129032258064517,77937.84255299877,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,64,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,39,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,52,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,54,0.18,5.555555555555555,268452.56879366236,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,28,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,43,0.5,2.0,96642.92476571846,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,43,0.42,2.380952380952381,115051.10091156959,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,27,0.94,1.0638297872340425,51405.81104559492,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,50,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,26,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,44,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,23,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,35,0.3,3.3333333333333335,161071.54127619744,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,48,0.5,2.0,96642.92476571846,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,35,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,23,2.6,0.3846153846153846,18585.17783956124,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,37,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,56,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,48,0.78,1.282051282051282,61950.592798537466,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,50,0.54,1.8518518518518516,89484.18959788745,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,25,1.08,0.9259259259259258,44742.094798943726,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,33,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,24,1.97,0.5076142131979695,24528.661108050368,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,31,0.65,1.5384615384615383,74340.71135824495,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,55,0.4,2.5,120803.65595714808,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,36,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,29,0.59,1.6949152542372883,81900.78369976142,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,56,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,50,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,69,1.52,0.6578947368421053,31790.435778196865,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,23,0.6,1.6666666666666667,80535.77063809872,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,28,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,63,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,53,0.24,4.166666666666667,201339.4265952468,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,35,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,41,4.58,0.2183406113537118,10550.537638178872,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,29,1.68,0.5952380952380952,28762.775227892398,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,51,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,20,0.94,1.0638297872340425,51405.81104559492,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,50,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,48,2.04,0.49019607843137253,23686.99136414668,NA,Movimiento Ciudadano
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,33,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,28,2.89,0.3460207612456747,16720.229198221186,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,41,1.6,0.625,30200.91398928702,NA,MORENA-PT-Partido Verde
Ninguno,Hombre,18,0.58,1.7241379310344829,83312.8661773435,NA,Ninguno
Ninguno,Hombre,35,0.41,2.4390243902439024,117857.2253240469,NA,Ninguno
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,48,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,70,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,26,1.97,0.5076142131979695,24528.661108050368,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,23,0.33,3.0303030303030303,146428.6738874522,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,40,0.3,3.3333333333333335,161071.54127619744,NA,Movimiento Ciudadano
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,33,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,52,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,28,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,52,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,25,0.92,1.0869565217391304,52523.3286770209,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,32,0.41,2.4390243902439024,117857.2253240469,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,36,0.3,3.3333333333333335,161071.54127619744,NA,Movimiento Ciudadano
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,29,0.94,1.0638297872340425,51405.81104559492,NA,PAN-PRI-PRD
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,30,0.3,3.3333333333333335,161071.54127619744,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,26,0.33,3.0303030303030303,146428.6738874522,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,42,1.21,0.8264462809917356,39935.09287839606,NA,PAN-PRI-PRD
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,28,2.89,0.3460207612456747,16720.229198221186,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,51,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,69,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,40,1.6,0.625,30200.91398928702,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,67,1.52,0.6578947368421053,31790.435778196865,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,23,0.92,1.0869565217391304,52523.3286770209,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,40,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,47,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
NS/NC,Hombre,19,4.74,0.21097046413502107,10194.401346594774,NA,NS
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,31,1.39,0.7194244604316548,34763.64200205701,NA,PAN-PRI-PRD
NS/NC,Mujer,24,0.67,1.4925373134328357,72121.58564605855,NA,NS
NS/NC,Mujer,48,3.27,0.3058103975535168,14777.20562166949,NA,NS
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,19,2.22,0.4504504504504504,21766.424496783435,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,40,0.41,2.4390243902439024,117857.2253240469,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,44,0.5,2.0,96642.92476571846,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,59,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,25,2.22,0.4504504504504504,21766.424496783435,NA,MORENA-PT-Partido Verde
Ninguno,Mujer,29,0.57,1.7543859649122808,84774.49540852498,NA,Ninguno
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,38,0.76,1.3157894736842106,63580.87155639373,NA,PAN-PRI-PRD
