estado,voto,genero,edad,ponderado,partido,encuesta,inverso,homo_pon,N_estado,rango_edad,total
15,1,Mujeres,45,1.100371938753226,MORENA-PT-Partido Verde,2,0.908783625592132,57789.87519263566,MEXICO,45-49,57789.87519263566
9,1,Mujeres,55,0.654773694532727,MORENA-PT-Partido Verde,2,1.5272452273966814,97118.06924590656,COLIMA,55-59,97118.06924590656
15,1,Mujeres,57,1.504572178398563,MORENA-PT-Partido Verde,2,0.6646407625750334,42264.74337290471,MEXICO,55-59,42264.74337290471
11,1,Hombres,78,1.973854796986371,MORENA-PT-Partido Verde,2,0.5066228790115532,32216.329743766128,GUANAJUATO,65-100,-32216.329743766128
21,1,Hombres,55,0.6260383938828235,MORENA-PT-Partido Verde,2,1.5973461208948976,101575.81008989963,PUEBLA,55-59,-101575.81008989963
13,1,Mujeres,34,1.453566266829163,MORENA-PT-Partido Verde,2,0.6879631309698864,43747.82110535951,HIDALGO,30-34,43747.82110535951
7,1,Mujeres,27,2.1223656092718657,MORENA-PT-Partido Verde,2,0.47117235392024504,29962.018197158704,CIUDAD DE MEXICO,25-29,29962.018197158704
3,1,Mujeres,68,0.865100948191457,MORENA-PT-Partido Verde,2,1.1559344630133133,73506.28517858725,BAJA CALIFORNIA SUR,65-100,73506.28517858725
28,1,Hombres,55,0.4066985779063897,MORENA-PT-Partido Verde,2,2.458823448923323,156357.46093182586,TAMAULIPAS,55-59,-156357.46093182586
8,1,Hombres,47,0.7925070382889164,MORENA-PT-Partido Verde,2,1.2618184466337066,80239.48549822842,COAHUILA DE ZARAGOZA,45-49,-80239.48549822842
9,97,Hombres,28,0.549308568659551,Ninguno,2,1.820470418730674,115764.36384599587,COLIMA,25-29,-115764.36384599587
21,1,Mujeres,50,0.3725363649355181,MORENA-PT-Partido Verde,2,2.6843017061517975,170695.70380608144,PUEBLA,50-54,170695.70380608144
12,1,Mujeres,65,1.9829470753643388,MORENA-PT-Partido Verde,2,0.5042998940434474,32068.610300324646,GUERRERO,65-100,32068.610300324646
30,1,Mujeres,53,1.6066632898079851,MORENA-PT-Partido Verde,2,0.6224079471682654,39579.143563818674,VERACRUZ DE IGNACIO DE LA LLAVE,50-54,39579.143563818674
30,1,Mujeres,40,2.762728362153119,MORENA-PT-Partido Verde,2,0.3619610287059328,23017.231037679223,VERACRUZ DE IGNACIO DE LA LLAVE,40-44,23017.231037679223
15,1,Hombres,49,0.6617955517242865,MORENA-PT-Partido Verde,2,1.5110406792468354,96087.61624393649,MEXICO,45-49,-96087.61624393649
21,1,Hombres,68,1.249948108193703,MORENA-PT-Partido Verde,2,0.8000332121347803,50874.39757632958,PUEBLA,65-100,-50874.39757632958
10,2,Hombres,50,2.220398939785173,PAN-PRI-PRD,2,0.4503695178744552,28639.15842626908,DURANGO,50-54,-28639.15842626908
10,1,Hombres,48,0.9686941482381854,MORENA-PT-Partido Verde,2,1.0323175811671332,65645.44353001674,DURANGO,45-49,-65645.44353001674
30,2,Mujeres,65,1.9829470753643388,PAN-PRI-PRD,2,0.5042998940434474,32068.610300324646,VERACRUZ DE IGNACIO DE LA LLAVE,65-100,32068.610300324646
5,2,Hombres,60,0.7652168364789205,PAN-PRI-PRD,2,1.3068191293351752,83101.09497672977,CHIAPAS,60-64,-83101.09497672977
26,1,Hombres,60,1.7539970232232502,MORENA-PT-Partido Verde,2,0.5701263951761674,36254.541007811975,SONORA,60-64,-36254.541007811975
7,1,Hombres,29,0.7060986874661334,MORENA-PT-Partido Verde,2,1.4162326283150937,90058.7384381414,CIUDAD DE MEXICO,25-29,-90058.7384381414
7,2,Mujeres,44,0.7632567139832708,PAN-PRI-PRD,2,1.3101751765552343,83314.50721758243,CIUDAD DE MEXICO,40-44,83314.50721758243
21,1,Hombres,67,0.28982496054923895,MORENA-PT-Partido Verde,2,3.4503584443000657,219409.52527180267,PUEBLA,65-100,-219409.52527180267
15,2,Mujeres,59,1.504572178398563,PAN-PRI-PRD,2,0.6646407625750334,42264.74337290471,MEXICO,55-59,42264.74337290471
3,1,Hombres,75,0.4461327446568079,MORENA-PT-Partido Verde,2,2.241485324663313,142536.85201911145,BAJA CALIFORNIA SUR,65-100,-142536.85201911145
25,1,Hombres,48,0.5148430010080732,MORENA-PT-Partido Verde,2,1.942339699756973,123514.07493452611,SINALOA,45-49,-123514.07493452611
9,1,Mujeres,37,0.4056568090985166,MORENA-PT-Partido Verde,2,2.465137962856536,156759.0031271584,COLIMA,35-39,156759.0031271584
31,3,Hombres,30,3.74106961394778,Movimiento Ciudadano,2,0.26730323228194236,16997.9079696738,YUCATAN,30-34,-16997.9079696738
15,1,Mujeres,71,0.5910224195602302,MORENA-PT-Partido Verde,2,1.69198319201509,107593.8152284375,MEXICO,65-100,107593.8152284375
3,2,Mujeres,51,0.5734518885405548,PAN-PRI-PRD,2,1.7438254542068343,110890.4831892106,BAJA CALIFORNIA SUR,50-54,110890.4831892106
20,2,Mujeres,49,2.537161359692173,PAN-PRI-PRD,2,0.3941412698013528,25063.58405747702,OAXACA,45-49,25063.58405747702
28,1,Mujeres,64,0.5093803562082806,MORENA-PT-Partido Verde,2,1.9631695408197285,124838.65196408554,TAMAULIPAS,60-64,124838.65196408554
9,1,Hombres,78,0.4461327446568079,MORENA-PT-Partido Verde,2,2.241485324663313,142536.85201911145,COLIMA,65-100,-142536.85201911145
7,1,Mujeres,45,1.6066632898079851,MORENA-PT-Partido Verde,2,0.6224079471682654,39579.143563818674,CIUDAD DE MEXICO,45-49,39579.143563818674
30,1,Hombres,31,0.549308568659551,MORENA-PT-Partido Verde,2,1.820470418730674,115764.36384599587,VERACRUZ DE IGNACIO DE LA LLAVE,30-34,-115764.36384599587
9,1,Mujeres,52,0.4788700801741992,MORENA-PT-Partido Verde,2,2.088249070888347,132792.50393529516,COLIMA,50-54,132792.50393529516
8,1,Hombres,24,1.0270162309078112,MORENA-PT-Partido Verde,2,0.9736944460128631,61917.577436744104,COAHUILA DE ZARAGOZA,20-24,-61917.577436744104
4,1,Mujeres,21,1.962184829516067,MORENA-PT-Partido Verde,2,0.5096359858447329,32407.934282985327,CAMPECHE,20-24,32407.934282985327
2,1,Mujeres,34,0.9259251161066312,MORENA-PT-Partido Verde,2,1.0800009445740515,68677.64563231081,BAJA CALIFORNIA,30-34,68677.64563231081
24,1,Mujeres,30,0.7575168826792147,MORENA-PT-Partido Verde,2,1.320102591592628,83945.79508395727,SAN LUIS POTOSI,30-34,83945.79508395727
21,1,Hombres,27,0.7060986874661334,MORENA-PT-Partido Verde,2,1.4162326283150937,90058.7384381414,PUEBLA,25-29,-90058.7384381414
20,1,Hombres,20,0.7016402178123943,MORENA-PT-Partido Verde,2,1.425231870427618,90631.00345686052,OAXACA,20-24,-90631.00345686052
28,1,Hombres,33,0.8455605029158749,MORENA-PT-Partido Verde,2,1.1826474824114277,75204.97561882225,TAMAULIPAS,30-34,-75204.97561882225
7,1,Hombres,60,0.4066985779063897,MORENA-PT-Partido Verde,2,2.458823448923323,156357.46093182586,CIUDAD DE MEXICO,60-64,-156357.46093182586
31,1,Hombres,48,0.9686941482381854,MORENA-PT-Partido Verde,2,1.0323175811671332,65645.44353001674,YUCATAN,45-49,-65645.44353001674
22,1,Mujeres,66,1.9829470753643388,MORENA-PT-Partido Verde,2,0.5042998940434474,32068.610300324646,QUERETARO,65-100,32068.610300324646
21,1,Mujeres,35,0.7632567139832708,MORENA-PT-Partido Verde,2,1.3101751765552343,83314.50721758243,PUEBLA,35-39,83314.50721758243
24,1,Hombres,51,2.220398939785173,MORENA-PT-Partido Verde,2,0.4503695178744552,28639.15842626908,SAN LUIS POTOSI,50-54,-28639.15842626908
15,3,Hombres,22,0.5458401079084114,Movimiento Ciudadano,2,1.832038330477162,116499.97148376924,MEXICO,20-24,-116499.97148376924
30,3,Mujeres,31,0.6325764682109873,Movimiento Ciudadano,2,1.5808365474424564,100525.96042004168,VERACRUZ DE IGNACIO DE LA LLAVE,30-34,100525.96042004168
15,2,Hombres,56,1.20127790138419,PAN-PRI-PRD,2,0.8324468458528501,52935.59211632425,MEXICO,55-59,-52935.59211632425
9,2,Hombres,18,0.8402214392558371,PAN-PRI-PRD,2,1.1901624420410823,75682.85458455789,COLIMA,18-18,-75682.85458455789
8,2,Mujeres,23,0.45497100005745206,PAN-PRI-PRD,2,2.197942286153894,139767.9346551703,COAHUILA DE ZARAGOZA,20-24,139767.9346551703
2,2,Mujeres,35,0.5214441514450278,PAN-PRI-PRD,2,1.9177509177709573,121950.465509692,BAJA CALIFORNIA,35-39,121950.465509692
20,2,Mujeres,48,1.100371938753226,PAN-PRI-PRD,2,0.908783625592132,57789.87519263566,OAXACA,45-49,57789.87519263566
13,2,Hombres,47,2.220398939785173,PAN-PRI-PRD,2,0.4503695178744552,28639.15842626908,HIDALGO,45-49,-28639.15842626908
7,2,Hombres,52,1.5207073577121544,PAN-PRI-PRD,2,0.6575887168090391,41816.30126502229,CIUDAD DE MEXICO,50-54,-41816.30126502229
24,2,Hombres,39,0.7012470404344406,PAN-PRI-PRD,2,1.4260309738782986,90681.81873057404,SAN LUIS POTOSI,35-39,-90681.81873057404
9,2,Mujeres,55,0.7840982914611817,PAN-PRI-PRD,2,1.2753503111663227,81099.98159481467,COLIMA,55-59,81099.98159481467
2,2,Hombres,18,2.354082301825943,PAN-PRI-PRD,2,0.4247939841459028,27012.80110585073,BAJA CALIFORNIA,18-18,-27012.80110585073
24,2,Mujeres,32,0.9259251161066312,PAN-PRI-PRD,2,1.0800009445740515,68677.64563231081,SAN LUIS POTOSI,30-34,68677.64563231081
23,1,Mujeres,27,0.6325764682109873,MORENA-PT-Partido Verde,2,1.5808365474424564,100525.96042004168,QUINTANA ROO,25-29,100525.96042004168
8,1,Mujeres,27,0.4921120524492657,MORENA-PT-Partido Verde,2,2.0320575263762617,129219.26355905154,COAHUILA DE ZARAGOZA,25-29,129219.26355905154
20,1,Mujeres,32,0.9259251161066312,MORENA-PT-Partido Verde,2,1.0800009445740515,68677.64563231081,OAXACA,30-34,68677.64563231081
28,1,Mujeres,45,0.5734518885405548,MORENA-PT-Partido Verde,2,1.7438254542068343,110890.4831892106,TAMAULIPAS,45-49,110890.4831892106
9,2,Hombres,72,0.28982496054923895,PAN-PRI-PRD,2,3.4503584443000657,219409.52527180267,COLIMA,65-100,-219409.52527180267
14,2,Hombres,53,1.5207073577121544,PAN-PRI-PRD,2,0.6575887168090391,41816.30126502229,JALISCO,50-54,-41816.30126502229
18,2,Mujeres,18,1.3438616160233574,PAN-PRI-PRD,2,0.7441242372552586,47319.125903899774,NAYARIT,18-18,47319.125903899774
30,2,Hombres,42,0.8397506052671342,PAN-PRI-PRD,2,1.1908297460314288,75725.28868353557,VERACRUZ DE IGNACIO DE LA LLAVE,40-44,-75725.28868353557
32,2,Hombres,43,1.6113609878218107,PAN-PRI-PRD,2,0.6205934036865134,39463.75609601111,ZACATECAS,40-44,-39463.75609601111
26,2,Hombres,22,0.7016402178123943,PAN-PRI-PRD,2,1.425231870427618,90631.00345686052,SONORA,20-24,-90631.00345686052
7,2,Mujeres,32,0.9259251161066312,PAN-PRI-PRD,2,1.0800009445740515,68677.64563231081,CIUDAD DE MEXICO,30-34,68677.64563231081
2,3,Mujeres,30,0.9259251161066312,Movimiento Ciudadano,2,1.0800009445740515,68677.64563231081,BAJA CALIFORNIA,30-34,68677.64563231081
17,3,Mujeres,23,1.3438616160233574,Movimiento Ciudadano,2,0.7441242372552586,47319.125903899774,MORELOS,20-24,47319.125903899774
19,3,Mujeres,36,1.7495041149930255,Movimiento Ciudadano,2,0.5715905389590846,36347.64643367584,NUEVO LEON,35-39,36347.64643367584
12,1,Hombres,25,0.8455605029158749,MORENA-PT-Partido Verde,2,1.1826474824114277,75204.97561882225,GUERRERO,25-29,-75204.97561882225
10,1,Hombres,43,1.0264407229216197,MORENA-PT-Partido Verde,2,0.9742403800519918,61952.29357719403,DURANGO,40-44,-61952.29357719403
14,1,Hombres,56,0.4066985779063897,MORENA-PT-Partido Verde,2,2.458823448923323,156357.46093182586,JALISCO,55-59,-156357.46093182586
12,1,Hombres,24,0.7016402178123943,MORENA-PT-Partido Verde,2,1.425231870427618,90631.00345686052,GUERRERO,20-24,-90631.00345686052
25,1,Mujeres,32,0.7575168826792147,MORENA-PT-Partido Verde,2,1.320102591592628,83945.79508395727,SINALOA,30-34,83945.79508395727
11,1,Hombres,29,0.549308568659551,MORENA-PT-Partido Verde,2,1.820470418730674,115764.36384599587,GUANAJUATO,25-29,-115764.36384599587
17,1,Hombres,24,1.0270162309078112,MORENA-PT-Partido Verde,2,0.9736944460128631,61917.577436744104,MORELOS,20-24,-61917.577436744104
15,1,Hombres,33,0.549308568659551,MORENA-PT-Partido Verde,2,1.820470418730674,115764.36384599587,MEXICO,30-34,-115764.36384599587
26,1,Mujeres,32,0.9259251161066312,MORENA-PT-Partido Verde,2,1.0800009445740515,68677.64563231081,SONORA,30-34,68677.64563231081
5,1,Mujeres,66,1.3580812679329148,MORENA-PT-Partido Verde,2,0.73633296004595,46823.67580462692,CHIAPAS,65-100,46823.67580462692
9,1,Hombres,25,1.0335422546207569,MORENA-PT-Partido Verde,2,0.9675463151401926,61526.6155996312,COLIMA,25-29,-61526.6155996312
11,1,Hombres,32,0.7060986874661334,MORENA-PT-Partido Verde,2,1.4162326283150937,90058.7384381414,GUANAJUATO,30-34,-90058.7384381414
5,1,Hombres,36,0.5455342360713059,MORENA-PT-Partido Verde,2,1.83306552344277,116565.29105116636,CHIAPAS,35-39,-116565.29105116636
21,1,Mujeres,35,0.5214441514450278,MORENA-PT-Partido Verde,2,1.9177509177709573,121950.465509692,PUEBLA,35-39,121950.465509692
20,1,Hombres,25,0.549308568659551,MORENA-PT-Partido Verde,2,1.820470418730674,115764.36384599587,OAXACA,25-29,-115764.36384599587
14,1,Mujeres,20,0.45497100005745206,MORENA-PT-Partido Verde,2,2.197942286153894,139767.9346551703,JALISCO,20-24,139767.9346551703
14,1,Mujeres,54,0.3725363649355181,MORENA-PT-Partido Verde,2,2.6843017061517975,170695.70380608144,JALISCO,50-54,170695.70380608144
2,1,Hombres,18,0.8402214392558371,MORENA-PT-Partido Verde,2,1.1901624420410823,75682.85458455789,BAJA CALIFORNIA,18-18,-75682.85458455789
30,1,Hombres,22,1.0270162309078112,MORENA-PT-Partido Verde,2,0.9736944460128631,61917.577436744104,VERACRUZ DE IGNACIO DE LA LLAVE,20-24,-61917.577436744104
25,1,Hombres,52,0.7925070382889164,MORENA-PT-Partido Verde,2,1.2618184466337066,80239.48549822842,SINALOA,50-54,-80239.48549822842
30,1,Mujeres,21,0.7003449965462845,MORENA-PT-Partido Verde,2,1.4278677008209508,90798.61685257989,VERACRUZ DE IGNACIO DE LA LLAVE,20-24,90798.61685257989
21,1,Mujeres,76,1.9829470753643388,MORENA-PT-Partido Verde,2,0.5042998940434474,32068.610300324646,PUEBLA,65-100,32068.610300324646
14,1,Mujeres,42,0.5214441514450278,MORENA-PT-Partido Verde,2,1.9177509177709573,121950.465509692,JALISCO,40-44,121950.465509692
22,1,Mujeres,27,0.6325764682109873,MORENA-PT-Partido Verde,2,1.5808365474424564,100525.96042004168,QUERETARO,25-29,100525.96042004168
7,3,Hombres,23,0.5458401079084114,Movimiento Ciudadano,2,1.832038330477162,116499.97148376924,CIUDAD DE MEXICO,20-24,-116499.97148376924
12,1,Hombres,35,0.7012470404344406,MORENA-PT-Partido Verde,2,1.4260309738782986,90681.81873057404,GUERRERO,35-39,-90681.81873057404
1,1,Hombres,29,1.622509348246559,MORENA-PT-Partido Verde,2,0.6163292686607305,39192.59822739966,AGUASCALIENTES,25-29,-39192.59822739966
22,2,Mujeres,21,0.8560429966237764,PAN-PRI-PRD,2,1.1681656224558676,74284.06897413691,QUERETARO,20-24,74284.06897413691
31,2,Hombres,37,2.3527631472458292,PAN-PRI-PRD,2,0.425032158961947,27027.946727432827,YUCATAN,35-39,-27027.946727432827
30,2,Mujeres,35,0.7632567139832708,PAN-PRI-PRD,2,1.3101751765552343,83314.50721758243,VERACRUZ DE IGNACIO DE LA LLAVE,35-39,83314.50721758243
15,2,Hombres,27,0.7060986874661334,PAN-PRI-PRD,2,1.4162326283150937,90058.7384381414,MEXICO,25-29,-90058.7384381414
21,2,Mujeres,25,0.9259251161066312,PAN-PRI-PRD,2,1.0800009445740515,68677.64563231081,PUEBLA,25-29,68677.64563231081
21,2,Mujeres,45,1.100371938753226,PAN-PRI-PRD,2,0.908783625592132,57789.87519263566,PUEBLA,45-49,57789.87519263566
15,2,Hombres,25,0.549308568659551,PAN-PRI-PRD,2,1.820470418730674,115764.36384599587,MEXICO,25-29,-115764.36384599587
15,2,Mujeres,37,1.7495041149930255,PAN-PRI-PRD,2,0.5715905389590846,36347.64643367584,MEXICO,35-39,36347.64643367584
10,2,Hombres,27,0.549308568659551,PAN-PRI-PRD,2,1.820470418730674,115764.36384599587,DURANGO,25-29,-115764.36384599587
21,2,Mujeres,48,1.6066632898079851,PAN-PRI-PRD,2,0.6224079471682654,39579.143563818674,PUEBLA,45-49,39579.143563818674
11,2,Hombres,36,1.6113609878218107,PAN-PRI-PRD,2,0.6205934036865134,39463.75609601111,GUANAJUATO,35-39,-39463.75609601111
9,2,Hombres,42,2.3527631472458292,PAN-PRI-PRD,2,0.425032158961947,27027.946727432827,COLIMA,40-44,-27027.946727432827
12,2,Hombres,36,1.0264407229216197,PAN-PRI-PRD,2,0.9742403800519918,61952.29357719403,GUERRERO,35-39,-61952.29357719403
5,2,Mujeres,45,1.100371938753226,PAN-PRI-PRD,2,0.908783625592132,57789.87519263566,CHIAPAS,45-49,57789.87519263566
30,2,Hombres,41,1.0264407229216197,PAN-PRI-PRD,2,0.9742403800519918,61952.29357719403,VERACRUZ DE IGNACIO DE LA LLAVE,40-44,-61952.29357719403
11,2,Hombres,58,1.7539970232232502,PAN-PRI-PRD,2,0.5701263951761674,36254.541007811975,GUANAJUATO,55-59,-36254.541007811975
21,1,Hombres,52,0.9686941482381854,MORENA-PT-Partido Verde,2,1.0323175811671332,65645.44353001674,PUEBLA,50-54,-65645.44353001674
28,1,Hombres,20,0.5458401079084114,MORENA-PT-Partido Verde,2,1.832038330477162,116499.97148376924,TAMAULIPAS,20-24,-116499.97148376924
19,1,Mujeres,26,0.9259251161066312,MORENA-PT-Partido Verde,2,1.0800009445740515,68677.64563231081,NUEVO LEON,25-29,68677.64563231081
19,1,Hombres,18,1.6122644507266035,MORENA-PT-Partido Verde,2,0.6202456424250545,39441.64183324207,NUEVO LEON,18-18,-39441.64183324207
7,1,Mujeres,35,0.7632567139832708,MORENA-PT-Partido Verde,2,1.3101751765552343,83314.50721758243,CIUDAD DE MEXICO,35-39,83314.50721758243
25,1,Hombres,46,0.7925070382889164,MORENA-PT-Partido Verde,2,1.2618184466337066,80239.48549822842,SINALOA,45-49,-80239.48549822842
25,1,Hombres,26,0.8455605029158749,MORENA-PT-Partido Verde,2,1.1826474824114277,75204.97561882225,SINALOA,25-29,-75204.97561882225
17,1,Hombres,76,1.249948108193703,MORENA-PT-Partido Verde,2,0.8000332121347803,50874.39757632958,MORELOS,65-100,-50874.39757632958
31,1,Hombres,77,1.249948108193703,MORENA-PT-Partido Verde,2,0.8000332121347803,50874.39757632958,YUCATAN,65-100,-50874.39757632958
11,1,Hombres,59,1.7539970232232502,MORENA-PT-Partido Verde,2,0.5701263951761674,36254.541007811975,GUANAJUATO,55-59,-36254.541007811975
7,1,Mujeres,20,0.5848341793751031,MORENA-PT-Partido Verde,2,1.709886383638697,108732.28557533,CIUDAD DE MEXICO,20-24,108732.28557533
14,1,Mujeres,33,0.7575168826792147,MORENA-PT-Partido Verde,2,1.320102591592628,83945.79508395727,JALISCO,30-34,83945.79508395727
6,1,Hombres,40,1.0264407229216197,MORENA-PT-Partido Verde,2,0.9742403800519918,61952.29357719403,CHIHUAHUA,40-44,-61952.29357719403
7,1,Mujeres,25,0.6325764682109873,MORENA-PT-Partido Verde,2,1.5808365474424564,100525.96042004168,CIUDAD DE MEXICO,25-29,100525.96042004168
15,1,Hombres,40,0.7012470404344406,MORENA-PT-Partido Verde,2,1.4260309738782986,90681.81873057404,MEXICO,40-44,-90681.81873057404
8,1,Hombres,20,0.7016402178123943,MORENA-PT-Partido Verde,2,1.425231870427618,90631.00345686052,COAHUILA DE ZARAGOZA,20-24,-90631.00345686052
8,3,Mujeres,54,0.3725363649355181,Movimiento Ciudadano,2,2.6843017061517975,170695.70380608144,COAHUILA DE ZARAGOZA,50-54,170695.70380608144
14,3,Hombres,20,2.354082301825943,Movimiento Ciudadano,2,0.4247939841459028,27012.80110585073,JALISCO,20-24,-27012.80110585073
26,2,Mujeres,55,0.654773694532727,PAN-PRI-PRD,2,1.5272452273966814,97118.06924590656,SONORA,55-59,97118.06924590656
18,2,Hombres,32,0.8455605029158749,PAN-PRI-PRD,2,1.1826474824114277,75204.97561882225,NAYARIT,30-34,-75204.97561882225
19,2,Mujeres,40,0.7632567139832708,PAN-PRI-PRD,2,1.3101751765552343,83314.50721758243,NUEVO LEON,40-44,83314.50721758243
31,2,Mujeres,43,1.7495041149930255,PAN-PRI-PRD,2,0.5715905389590846,36347.64643367584,YUCATAN,40-44,36347.64643367584
5,2,Mujeres,19,0.5848341793751031,PAN-PRI-PRD,2,1.709886383638697,108732.28557533,CHIAPAS,19-19,108732.28557533
5,2,Mujeres,55,1.504572178398563,PAN-PRI-PRD,2,0.6646407625750334,42264.74337290471,CHIAPAS,55-59,42264.74337290471
12,2,Mujeres,20,0.8560429966237764,PAN-PRI-PRD,2,1.1681656224558676,74284.06897413691,GUERRERO,20-24,74284.06897413691
8,2,Mujeres,58,0.7840982914611817,PAN-PRI-PRD,2,1.2753503111663227,81099.98159481467,COAHUILA DE ZARAGOZA,55-59,81099.98159481467
30,2,Hombres,34,2.3690409718660086,PAN-PRI-PRD,2,0.4221117371441389,26842.236061430216,VERACRUZ DE IGNACIO DE LA LLAVE,30-34,-26842.236061430216
7,3,Mujeres,27,0.9259251161066312,Movimiento Ciudadano,2,1.0800009445740515,68677.64563231081,CIUDAD DE MEXICO,25-29,68677.64563231081
19,1,Mujeres,39,0.7632567139832708,MORENA-PT-Partido Verde,2,1.3101751765552343,83314.50721758243,NUEVO LEON,35-39,83314.50721758243
15,1,Mujeres,29,0.9259251161066312,MORENA-PT-Partido Verde,2,1.0800009445740515,68677.64563231081,MEXICO,25-29,68677.64563231081
24,1,Mujeres,70,0.5910224195602302,MORENA-PT-Partido Verde,2,1.69198319201509,107593.8152284375,SAN LUIS POTOSI,65-100,107593.8152284375
25,1,Mujeres,26,0.6325764682109873,MORENA-PT-Partido Verde,2,1.5808365474424564,100525.96042004168,SINALOA,25-29,100525.96042004168
13,1,Hombres,38,1.0264407229216197,MORENA-PT-Partido Verde,2,0.9742403800519918,61952.29357719403,HIDALGO,35-39,-61952.29357719403
27,3,Hombres,34,0.8455605029158749,Movimiento Ciudadano,2,1.1826474824114277,75204.97561882225,TABASCO,30-34,-75204.97561882225
1,3,Mujeres,43,0.7632567139832708,Movimiento Ciudadano,2,1.3101751765552343,83314.50721758243,AGUASCALIENTES,40-44,83314.50721758243
7,3,Hombres,35,1.6113609878218107,Movimiento Ciudadano,2,0.6205934036865134,39463.75609601111,CIUDAD DE MEXICO,35-39,-39463.75609601111
9,3,Mujeres,50,1.100371938753226,Movimiento Ciudadano,2,0.908783625592132,57789.87519263566,COLIMA,50-54,57789.87519263566
12,3,Mujeres,19,0.8560429966237764,Movimiento Ciudadano,2,1.1681656224558676,74284.06897413691,GUERRERO,19-19,74284.06897413691
15,3,Hombres,21,1.6122644507266035,Movimiento Ciudadano,2,0.6202456424250545,39441.64183324207,MEXICO,20-24,-39441.64183324207
19,97,Hombres,79,0.5453152567825396,Ninguno,2,1.8338016176187408,116612.09954260636,NUEVO LEON,65-100,-116612.09954260636
19,1,Mujeres,63,0.9584160012281226,MORENA-PT-Partido Verde,2,1.0433882559541905,66349.43169202333,NUEVO LEON,60-64,66349.43169202333
9,1,Hombres,34,0.549308568659551,MORENA-PT-Partido Verde,2,1.820470418730674,115764.36384599587,COLIMA,30-34,-115764.36384599587
30,3,Hombres,47,0.9686941482381854,Movimiento Ciudadano,2,1.0323175811671332,65645.44353001674,VERACRUZ DE IGNACIO DE LA LLAVE,45-49,-65645.44353001674
20,1,Mujeres,21,0.7003449965462845,MORENA-PT-Partido Verde,2,1.4278677008209508,90798.61685257989,OAXACA,20-24,90798.61685257989
25,1,Hombres,19,0.8402214392558371,MORENA-PT-Partido Verde,2,1.1901624420410823,75682.85458455789,SINALOA,19-19,-75682.85458455789
10,1,Hombres,70,1.249948108193703,MORENA-PT-Partido Verde,2,0.8000332121347803,50874.39757632958,DURANGO,65-100,-50874.39757632958
9,1,Hombres,35,0.7012470404344406,MORENA-PT-Partido Verde,2,1.4260309738782986,90681.81873057404,COLIMA,35-39,-90681.81873057404
19,1,Hombres,46,0.9686941482381854,MORENA-PT-Partido Verde,2,1.0323175811671332,65645.44353001674,NUEVO LEON,45-49,-65645.44353001674
10,1,Mujeres,45,1.100371938753226,MORENA-PT-Partido Verde,2,0.908783625592132,57789.87519263566,DURANGO,45-49,57789.87519263566
19,1,Mujeres,47,0.3725363649355181,MORENA-PT-Partido Verde,2,2.6843017061517975,170695.70380608144,NUEVO LEON,45-49,170695.70380608144
9,1,Hombres,43,0.7012470404344406,MORENA-PT-Partido Verde,2,1.4260309738782986,90681.81873057404,COLIMA,40-44,-90681.81873057404
15,1,Mujeres,50,1.100371938753226,MORENA-PT-Partido Verde,2,0.908783625592132,57789.87519263566,MEXICO,50-54,57789.87519263566
4,1,Mujeres,36,1.7495041149930255,MORENA-PT-Partido Verde,2,0.5715905389590846,36347.64643367584,CAMPECHE,35-39,36347.64643367584
5,1,Hombres,22,0.8402214392558371,MORENA-PT-Partido Verde,2,1.1901624420410823,75682.85458455789,CHIAPAS,20-24,-75682.85458455789
7,1,Mujeres,35,1.198200797319328,MORENA-PT-Partido Verde,2,0.8345846557916233,53071.53621354187,CIUDAD DE MEXICO,35-39,53071.53621354187
28,1,Mujeres,70,1.3580812679329148,MORENA-PT-Partido Verde,2,0.73633296004595,46823.67580462692,TAMAULIPAS,65-100,46823.67580462692
9,1,Hombres,46,0.6617955517242865,MORENA-PT-Partido Verde,2,1.5110406792468354,96087.61624393649,COLIMA,45-49,-96087.61624393649
12,1,Hombres,36,0.7012470404344406,MORENA-PT-Partido Verde,2,1.4260309738782986,90681.81873057404,GUERRERO,35-39,-90681.81873057404
30,1,Hombres,48,0.9686941482381854,MORENA-PT-Partido Verde,2,1.0323175811671332,65645.44353001674,VERACRUZ DE IGNACIO DE LA LLAVE,45-49,-65645.44353001674
9,1,Mujeres,52,1.6066632898079851,MORENA-PT-Partido Verde,2,0.6224079471682654,39579.143563818674,COLIMA,50-54,39579.143563818674
21,3,Mujeres,69,1.9829470753643388,Movimiento Ciudadano,2,0.5042998940434474,32068.610300324646,PUEBLA,65-100,32068.610300324646
3,97,Mujeres,64,0.5093803562082806,Ninguno,2,1.9631695408197285,124838.65196408554,BAJA CALIFORNIA SUR,60-64,124838.65196408554
9,2,Hombres,23,2.354082301825943,PAN-PRI-PRD,2,0.4247939841459028,27012.80110585073,COLIMA,20-24,-27012.80110585073
15,2,Hombres,33,0.8455605029158749,PAN-PRI-PRD,2,1.1826474824114277,75204.97561882225,MEXICO,30-34,-75204.97561882225
8,2,Mujeres,34,2.1223656092718657,PAN-PRI-PRD,2,0.47117235392024504,29962.018197158704,COAHUILA DE ZARAGOZA,30-34,29962.018197158704
24,2,Mujeres,51,0.5734518885405548,PAN-PRI-PRD,2,1.7438254542068343,110890.4831892106,SAN LUIS POTOSI,50-54,110890.4831892106
