estado,voto,genero,edad,ponderado,partido,encuesta,homo_pon,N_estado,rango_edad,total
1,3,Hombres,74,67929.76921614488,Movimiento Ciudadano,3,72839.27302063693,AGUASCALIENTES,65-100,-72839.27302063693
1,2,Hombres,84,62212.40899424431,MORENA-PT-Partido Verde,3,66708.70071094377,AGUASCALIENTES,65-100,-66708.70071094377
32,1,Hombres,55,25056.674240953405,PAN-PRI-PRD,3,26867.60101037104,ZACATECAS,55-59,-26867.60101037104
32,2,Hombres,50,124568.35590968357,MORENA-PT-Partido Verde,3,133571.3132922115,ZACATECAS,50-54,-133571.3132922115
19,2,Hombres,78,36075.63538813081,MORENA-PT-Partido Verde,3,38682.93806604719,NUEVO LEON,65-100,-38682.93806604719
6,2,Hombres,64,65142.45843407725,MORENA-PT-Partido Verde,3,69850.51428656286,CHIHUAHUA,60-64,-69850.51428656286
6,9,Hombres,60,67655.50670360401,NS,3,72545.18867056759,CHIHUAHUA,60-64,-72545.18867056759
3,1,Hombres,76,17303.668799629962,PAN-PRI-PRD,3,18554.260827009664,BAJA CALIFORNIA SUR,65-100,-18554.260827009664
30,2,Hombres,82,31456.3683897356,MORENA-PT-Partido Verde,3,33729.821723479676,VERACRUZ DE IGNACIO DE LA LLAVE,65-100,-33729.821723479676
30,2,Hombres,68,23546.418897152715,MORENA-PT-Partido Verde,3,25248.19463541416,VERACRUZ DE IGNACIO DE LA LLAVE,65-100,-25248.19463541416
30,2,Hombres,72,32105.39539961705,MORENA-PT-Partido Verde,3,34425.7560114367,VERACRUZ DE IGNACIO DE LA LLAVE,65-100,-34425.7560114367
29,2,Hombres,72,32105.39539961705,MORENA-PT-Partido Verde,3,34425.7560114367,TLAXCALA,65-100,-34425.7560114367
15,2,Hombres,53,201410.32598556057,MORENA-PT-Partido Verde,3,215966.9007111976,MEXICO,50-54,-215966.9007111976
9,2,Hombres,57,40180.99459687429,MORENA-PT-Partido Verde,3,43085.00484330899,COLIMA,55-59,-43085.00484330899
12,2,Hombres,54,25904.0836712323,MORENA-PT-Partido Verde,3,27776.25545693549,GUERRERO,50-54,-27776.25545693549
12,2,Hombres,50,17052.770799316815,MORENA-PT-Partido Verde,3,18285.22961792383,GUERRERO,50-54,-18285.22961792383
19,2,Hombres,65,60411.14181488023,MORENA-PT-Partido Verde,3,64777.25013522725,NUEVO LEON,65-100,-64777.25013522725
19,9,Hombres,56,113049.20979266644,NS,3,121219.64128354812,NUEVO LEON,55-59,-121219.64128354812
30,1,Hombres,64,26137.113608469113,PAN-PRI-PRD,3,28026.12722032049,VERACRUZ DE IGNACIO DE LA LLAVE,60-64,-28026.12722032049
30,9,Hombres,50,142279.58780104425,NS,3,152562.5931118406,VERACRUZ DE IGNACIO DE LA LLAVE,50-54,-152562.5931118406
30,3,Hombres,50,35434.16200222975,Movimiento Ciudadano,3,37995.10332687051,VERACRUZ DE IGNACIO DE LA LLAVE,50-54,-37995.10332687051
28,2,Hombres,77,36819.96993671686,MORENA-PT-Partido Verde,3,39481.068076332376,TAMAULIPAS,65-100,-39481.068076332376
15,2,Hombres,64,96321.7156577101,MORENA-PT-Partido Verde,3,103283.1971250185,MEXICO,60-64,-103283.1971250185
5,8,Hombres,74,41346.892504178366,Ninguno,3,44335.16595771076,CHIAPAS,65-100,-44335.16595771076
5,2,Hombres,74,36075.63538813081,MORENA-PT-Partido Verde,3,38682.93806604719,CHIAPAS,65-100,-38682.93806604719
5,2,Hombres,74,36075.63538813081,MORENA-PT-Partido Verde,3,38682.93806604719,CHIAPAS,65-100,-38682.93806604719
5,2,Hombres,74,36075.63538813081,MORENA-PT-Partido Verde,3,38682.93806604719,CHIAPAS,65-100,-38682.93806604719
15,2,Hombres,65,63255.34534568924,MORENA-PT-Partido Verde,3,67827.01344073277,MEXICO,65-100,-67827.01344073277
2,2,Hombres,66,34105.54159863363,MORENA-PT-Partido Verde,3,36570.45923584766,BAJA CALIFORNIA,65-100,-36570.45923584766
17,2,Hombres,72,32105.39539961705,MORENA-PT-Partido Verde,3,34425.7560114367,MORELOS,65-100,-34425.7560114367
28,1,Hombres,50,48014.27118754118,PAN-PRI-PRD,3,51484.41763121732,TAMAULIPAS,50-54,-51484.41763121732
14,2,Hombres,67,31456.3683897356,MORENA-PT-Partido Verde,3,33729.821723479676,JALISCO,65-100,-33729.821723479676
14,2,Hombres,80,28311.46034551701,MORENA-PT-Partido Verde,3,30357.621018237307,JALISCO,65-100,-30357.621018237307
10,2,Hombres,60,76568.98734471289,MORENA-PT-Partido Verde,3,82102.87534422678,DURANGO,60-64,-82102.87534422678
10,2,Hombres,61,36075.63538813081,MORENA-PT-Partido Verde,3,38682.93806604719,DURANGO,60-64,-38682.93806604719
10,2,Hombres,61,36075.63538813081,MORENA-PT-Partido Verde,3,38682.93806604719,DURANGO,60-64,-38682.93806604719
10,2,Hombres,70,353745.5944846506,MORENA-PT-Partido Verde,3,379311.9310405523,DURANGO,65-100,-379311.9310405523
16,9,Hombres,62,77043.37546662889,NS,3,82611.54902777838,MICHOACAN  DE OCAMPO,60-64,-82611.54902777838
31,2,Hombres,52,32105.39539961705,MORENA-PT-Partido Verde,3,34425.7560114367,YUCATAN,50-54,-34425.7560114367
8,2,Hombres,77,26213.520567247688,MORENA-PT-Partido Verde,3,28108.05635677082,COAHUILA DE ZARAGOZA,65-100,-28108.05635677082
21,2,Hombres,81,27727.73472863369,MORENA-PT-Partido Verde,3,29731.707665845137,PUEBLA,65-100,-29731.707665845137
8,2,Hombres,89,31456.3683897356,MORENA-PT-Partido Verde,3,33729.821723479676,COAHUILA DE ZARAGOZA,65-100,-33729.821723479676
32,2,Hombres,72,31456.3683897356,MORENA-PT-Partido Verde,3,33729.821723479676,ZACATECAS,65-100,-33729.821723479676
32,1,Hombres,68,45027.12162747925,PAN-PRI-PRD,3,48281.37712527206,ZACATECAS,65-100,-48281.37712527206
32,1,Hombres,62,45027.12162747925,PAN-PRI-PRD,3,48281.37712527206,ZACATECAS,60-64,-48281.37712527206
32,2,Hombres,72,31456.3683897356,MORENA-PT-Partido Verde,3,33729.821723479676,ZACATECAS,65-100,-33729.821723479676
19,2,Hombres,81,81180.7461772285,MORENA-PT-Partido Verde,3,87047.9408815185,NUEVO LEON,65-100,-87047.9408815185
16,2,Hombres,90,39113.831202095025,MORENA-PT-Partido Verde,3,41940.71410352119,MICHOACAN  DE OCAMPO,65-100,-41940.71410352119
26,3,Hombres,59,85290.03727133496,Movimiento Ciudadano,3,91454.22371419672,SONORA,55-59,-91454.22371419672
26,2,Hombres,72,32105.39539961705,MORENA-PT-Partido Verde,3,34425.7560114367,SONORA,65-100,-34425.7560114367
25,2,Hombres,60,25633.135667698993,MORENA-PT-Partido Verde,3,27485.725166144093,SINALOA,60-64,-27485.725166144093
32,1,Hombres,66,20766.91273308407,PAN-PRI-PRD,3,22267.804584287343,ZACATECAS,65-100,-22267.804584287343
32,8,Hombres,60,83987.80670495654,Ninguno,3,90057.87673915485,ZACATECAS,60-64,-90057.87673915485
8,1,Hombres,64,96262.92076701594,PAN-PRI-PRD,3,103220.15293769228,COAHUILA DE ZARAGOZA,60-64,-103220.15293769228
10,3,Hombres,54,79870.34252310007,Movimiento Ciudadano,3,85642.83012327945,DURANGO,50-54,-85642.83012327945
30,2,Hombres,75,36680.41170456041,MORENA-PT-Partido Verde,3,39331.42352002634,VERACRUZ DE IGNACIO DE LA LLAVE,65-100,-39331.42352002634
14,2,Hombres,84,67451.77563462028,MORENA-PT-Partido Verde,3,72326.73329926678,JALISCO,65-100,-72326.73329926678
2,2,Hombres,62,16708.040304510134,MORENA-PT-Partido Verde,3,17915.584336929773,BAJA CALIFORNIA,60-64,-17915.584336929773
21,1,Hombres,58,30549.907918117387,PAN-PRI-PRD,3,32757.848426109456,PUEBLA,55-59,-32757.848426109456
21,2,Hombres,68,18037.817694065405,MORENA-PT-Partido Verde,3,19341.469033023594,PUEBLA,65-100,-19341.469033023594
14,2,Hombres,54,61200.233740892014,MORENA-PT-Partido Verde,3,65623.37228315134,JALISCO,50-54,-65623.37228315134
14,2,Hombres,75,62212.40899424431,MORENA-PT-Partido Verde,3,66708.70071094377,JALISCO,65-100,-66708.70071094377
19,2,Hombres,80,36075.63538813081,MORENA-PT-Partido Verde,3,38682.93806604719,NUEVO LEON,65-100,-38682.93806604719
19,2,Hombres,78,35938.8983971082,MORENA-PT-Partido Verde,3,38536.31865108311,NUEVO LEON,65-100,-38536.31865108311
24,2,Hombres,63,41743.10130118466,MORENA-PT-Partido Verde,3,44760.01004405664,SAN LUIS POTOSI,60-64,-44760.01004405664
32,1,Hombres,75,59091.14547711843,PAN-PRI-PRD,3,63361.853399128515,ZACATECAS,65-100,-63361.853399128515
32,2,Hombres,79,31456.3683897356,MORENA-PT-Partido Verde,3,33729.821723479676,ZACATECAS,65-100,-33729.821723479676
32,2,Hombres,79,31456.3683897356,MORENA-PT-Partido Verde,3,33729.821723479676,ZACATECAS,65-100,-33729.821723479676
20,2,Hombres,52,50695.58889335107,MORENA-PT-Partido Verde,3,54359.52282710155,OAXACA,50-54,-54359.52282710155
20,2,Hombres,64,49698.472022224305,MORENA-PT-Partido Verde,3,53290.34109945005,OAXACA,60-64,-53290.34109945005
8,2,Hombres,56,87480.06198481022,MORENA-PT-Partido Verde,3,93802.52858653029,COAHUILA DE ZARAGOZA,55-59,-93802.52858653029
21,3,Hombres,60,71234.48554776922,Movimiento Ciudadano,3,76382.83187432626,PUEBLA,60-64,-76382.83187432626
11,2,Hombres,70,38323.1250732925,MORENA-PT-Partido Verde,3,41092.8610891575,GUANAJUATO,65-100,-41092.8610891575
14,3,Hombres,58,67697.07828478595,Movimiento Ciudadano,3,72589.76476417945,JALISCO,55-59,-72589.76476417945
14,3,Hombres,74,33820.671872972576,Movimiento Ciudadano,3,36265.00105510931,JALISCO,65-100,-36265.00105510931
14,2,Hombres,84,47816.45991436137,MORENA-PT-Partido Verde,3,51272.3098984815,JALISCO,65-100,-51272.3098984815
14,3,Hombres,88,53864.455353183366,Movimiento Ciudadano,3,57757.413500029164,JALISCO,65-100,-57757.413500029164
14,2,Hombres,68,36075.63538813081,MORENA-PT-Partido Verde,3,38682.93806604719,JALISCO,65-100,-38682.93806604719
20,2,Hombres,50,19482.78928936371,MORENA-PT-Partido Verde,3,20890.873392136065,OAXACA,50-54,-20890.873392136065
16,1,Hombres,80,159423.8160897286,PAN-PRI-PRD,3,170945.890147256,MICHOACAN  DE OCAMPO,65-100,-170945.890147256
16,2,Hombres,77,85685.59595015398,MORENA-PT-Partido Verde,3,91878.37069621432,MICHOACAN  DE OCAMPO,65-100,-91878.37069621432
25,2,Hombres,77,36819.96993671686,MORENA-PT-Partido Verde,3,39481.068076332376,SINALOA,65-100,-39481.068076332376
12,9,Hombres,80,30259.11667589376,NS,3,32446.04076168267,GUERRERO,65-100,-32446.04076168267
20,2,Hombres,90,55326.83386900464,MORENA-PT-Partido Verde,3,59325.48283402747,OAXACA,65-100,-59325.48283402747
12,1,Hombres,56,169918.39650372398,PAN-PRI-PRD,3,182198.94778064417,GUERRERO,55-59,-182198.94778064417
12,1,Hombres,66,159777.46598990043,PAN-PRI-PRD,3,171325.09946784665,GUERRERO,65-100,-171325.09946784665
16,9,Hombres,66,70284.13780219688,NS,3,75363.79942797669,MICHOACAN  DE OCAMPO,65-100,-75363.79942797669
8,2,Hombres,72,36075.63538813081,MORENA-PT-Partido Verde,3,38682.93806604719,COAHUILA DE ZARAGOZA,65-100,-38682.93806604719
8,2,Hombres,66,162887.16573612505,MORENA-PT-Partido Verde,3,174659.5472576917,COAHUILA DE ZARAGOZA,65-100,-174659.5472576917
8,2,Hombres,71,50835.894781434,MORENA-PT-Partido Verde,3,54509.96907484248,COAHUILA DE ZARAGOZA,65-100,-54509.96907484248
25,2,Hombres,77,43035.92175536016,MORENA-PT-Partido Verde,3,46146.26680769617,SINALOA,65-100,-46146.26680769617
15,2,Hombres,70,27494.32601679144,MORENA-PT-Partido Verde,3,29481.42975259069,MEXICO,65-100,-29481.42975259069
15,2,Hombres,55,36819.96993671686,MORENA-PT-Partido Verde,3,39481.068076332376,MEXICO,55-59,-39481.068076332376
14,2,Hombres,71,36075.63538813081,MORENA-PT-Partido Verde,3,38682.93806604719,JALISCO,65-100,-38682.93806604719
9,9,Hombres,76,62704.12118883923,NS,3,67235.95053385592,COLIMA,65-100,-67235.95053385592
11,1,Hombres,59,105170.12942129905,PAN-PRI-PRD,3,112771.11432778202,GUANAJUATO,55-59,-112771.11432778202
9,9,Hombres,66,354213.9068163784,NS,3,379814.0898169368,COLIMA,65-100,-379814.0898169368
9,2,Hombres,67,38965.57857872743,MORENA-PT-Partido Verde,3,41781.74678427213,COLIMA,65-100,-41781.74678427213
25,2,Hombres,64,32105.39539961705,MORENA-PT-Partido Verde,3,34425.7560114367,SINALOA,60-64,-34425.7560114367
25,2,Hombres,64,90377.4115058922,MORENA-PT-Partido Verde,3,96909.2789146639,SINALOA,60-64,-96909.2789146639
25,2,Hombres,58,62212.40899424431,MORENA-PT-Partido Verde,3,66708.70071094377,SINALOA,55-59,-66708.70071094377
25,2,Hombres,70,36075.63538813081,MORENA-PT-Partido Verde,3,38682.93806604719,SINALOA,65-100,-38682.93806604719
9,3,Hombres,74,24007.096871519287,Movimiento Ciudadano,3,25742.167294775205,COLIMA,65-100,-25742.167294775205
15,2,Hombres,63,39113.831202095025,MORENA-PT-Partido Verde,3,41940.71410352119,MEXICO,60-64,-41940.71410352119
15,2,Hombres,89,24064.107135409224,MORENA-PT-Partido Verde,3,25803.29787455451,MEXICO,65-100,-25803.29787455451
30,1,Hombres,53,433162.05341474566,PAN-PRI-PRD,3,464468.0739377162,VERACRUZ DE IGNACIO DE LA LLAVE,50-54,-464468.0739377162
30,1,Hombres,53,51872.10927085577,PAN-PRI-PRD,3,55621.07413193125,VERACRUZ DE IGNACIO DE LA LLAVE,50-54,-55621.07413193125
15,3,Hombres,59,40066.03228433082,Movimiento Ciudadano,3,42961.73383316035,MEXICO,55-59,-42961.73383316035
29,9,Hombres,65,39227.82018099388,NS,3,42062.94143405927,TLAXCALA,65-100,-42062.94143405927
29,2,Hombres,80,16474.173035571024,MORENA-PT-Partido Verde,3,17664.81472517614,TLAXCALA,65-100,-17664.81472517614
1,1,Hombres,56,116232.51435982138,PAN-PRI-PRD,3,124633.01355244331,AGUASCALIENTES,55-59,-124633.01355244331
7,1,Hombres,58,26329.59926633045,PAN-PRI-PRD,3,28232.524438319375,CIUDAD DE MEXICO,55-59,-28232.524438319375
3,8,Hombres,59,214888.49444340524,Ninguno,3,230419.17993203967,BAJA CALIFORNIA SUR,55-59,-230419.17993203967
1,2,Hombres,63,16814.07823801121,MORENA-PT-Partido Verde,3,18029.2859743408,AGUASCALIENTES,60-64,-18029.2859743408
19,2,Hombres,71,16814.07823801121,MORENA-PT-Partido Verde,3,18029.2859743408,NUEVO LEON,65-100,-18029.2859743408
19,2,Hombres,60,17500.503786801462,MORENA-PT-Partido Verde,3,18765.321714394377,NUEVO LEON,60-64,-18765.321714394377
16,2,Hombres,62,8237.086517785512,MORENA-PT-Partido Verde,3,8832.40736258807,MICHOACAN  DE OCAMPO,60-64,-8832.40736258807
11,2,Hombres,69,33253.81681840004,MORENA-PT-Partido Verde,3,35657.1775550506,GUANAJUATO,65-100,-35657.1775550506
17,2,Hombres,63,14363.646973994151,MORENA-PT-Partido Verde,3,15401.754129059313,MORELOS,60-64,-15401.754129059313
17,2,Hombres,63,17500.503786801462,MORENA-PT-Partido Verde,3,18765.321714394377,MORELOS,60-64,-18765.321714394377
13,8,Hombres,50,23483.02968859264,Ninguno,3,25180.224084032223,HIDALGO,50-54,-25180.224084032223
17,2,Hombres,50,20070.3967444399,MORENA-PT-Partido Verde,3,21520.94913570393,MORELOS,50-54,-21520.94913570393
17,3,Hombres,73,112592.20509818864,Movimiento Ciudadano,3,120729.60738387649,MORELOS,65-100,-120729.60738387649
6,3,Hombres,50,190159.26343536173,Movimiento Ciudadano,3,203902.6875345184,CHIHUAHUA,50-54,-203902.6875345184
1,1,Hombres,52,57809.799536520906,PAN-PRI-PRD,3,61987.90044922086,AGUASCALIENTES,50-54,-61987.90044922086
11,9,Hombres,72,64489.09867266644,NS,3,69149.93410513057,GUANAJUATO,65-100,-69149.93410513057
11,2,Hombres,71,103029.1079461902,MORENA-PT-Partido Verde,3,110475.35431611052,GUANAJUATO,65-100,-110475.35431611052
11,9,Hombres,65,3757.9168489741623,NS,3,4029.513636066125,GUANAJUATO,65-100,-4029.513636066125
27,2,Hombres,57,16474.173035571024,MORENA-PT-Partido Verde,3,17664.81472517614,TABASCO,55-59,-17664.81472517614
31,3,Hombres,55,25857.292048024825,Movimiento Ciudadano,3,27726.08205200247,YUCATAN,55-59,-27726.08205200247
2,2,Hombres,61,12814.514388284812,MORENA-PT-Partido Verde,3,13740.660728364675,BAJA CALIFORNIA,60-64,-13740.660728364675
2,2,Hombres,50,17861.584872305055,MORENA-PT-Partido Verde,3,19152.499296080216,BAJA CALIFORNIA,50-54,-19152.499296080216
9,2,Hombres,57,14053.256650749548,MORENA-PT-Partido Verde,3,15068.930894729756,COLIMA,55-59,-15068.930894729756
19,1,Hombres,51,19331.838397392607,PAN-PRI-PRD,3,20729.012791697296,NUEVO LEON,50-54,-20729.012791697296
30,2,Hombres,65,17861.584872305055,MORENA-PT-Partido Verde,3,19152.499296080216,VERACRUZ DE IGNACIO DE LA LLAVE,65-100,-19152.499296080216
19,9,Hombres,63,91637.95150393916,NS,3,98260.92220935886,NUEVO LEON,60-64,-98260.92220935886
15,9,Hombres,57,87383.35548040883,NS,3,93698.83279073636,MEXICO,55-59,-93698.83279073636
15,2,Hombres,61,94124.95260360993,MORENA-PT-Partido Verde,3,100927.6669104212,MEXICO,60-64,-100927.6669104212
15,2,Hombres,58,16814.07823801121,MORENA-PT-Partido Verde,3,18029.2859743408,MEXICO,55-59,-18029.2859743408
15,2,Hombres,58,20070.3967444399,MORENA-PT-Partido Verde,3,21520.94913570393,MEXICO,55-59,-21520.94913570393
21,2,Hombres,52,20070.3967444399,MORENA-PT-Partido Verde,3,21520.94913570393,PUEBLA,50-54,-21520.94913570393
5,2,Hombres,64,20241.298191496415,MORENA-PT-Partido Verde,3,21704.202182275632,CHIAPAS,60-64,-21704.202182275632
23,2,Hombres,66,18722.510802189747,MORENA-PT-Partido Verde,3,20075.647123329312,QUINTANA ROO,65-100,-20075.647123329312
15,2,Hombres,50,14696.284803765424,MORENA-PT-Partido Verde,3,15758.432769061865,MEXICO,50-54,-15758.432769061865
18,1,Hombres,52,15083.08474693606,PAN-PRI-PRD,3,16173.18799331893,NAYARIT,50-54,-16173.18799331893
18,8,Hombres,60,129847.2782454765,Ninguno,3,139231.76039380673,NAYARIT,60-64,-139231.76039380673
17,2,Hombres,50,26602.31236596841,MORENA-PT-Partido Verde,3,28524.947394411392,MORELOS,50-54,-28524.947394411392
17,2,Hombres,60,13701.440142813295,MORENA-PT-Partido Verde,3,14691.687471552556,MORELOS,60-64,-14691.687471552556
27,2,Hombres,53,16814.07823801121,MORENA-PT-Partido Verde,3,18029.2859743408,TABASCO,50-54,-18029.2859743408
7,2,Hombres,57,14073.278494475746,MORENA-PT-Partido Verde,3,15090.399781763786,CIUDAD DE MEXICO,55-59,-15090.399781763786
5,1,Hombres,51,25050.48589167714,PAN-PRI-PRD,3,26860.96540910694,CHIAPAS,50-54,-26860.96540910694
5,1,Hombres,73,27127.66403296722,PAN-PRI-PRD,3,29088.267923038744,CHIAPAS,65-100,-29088.267923038744
5,1,Hombres,52,25050.48589167714,PAN-PRI-PRD,3,26860.96540910694,CHIAPAS,50-54,-26860.96540910694
5,1,Hombres,54,87189.86422956525,PAN-PRI-PRD,3,93491.3573023028,CHIAPAS,50-54,-93491.3573023028
14,2,Hombres,72,17861.584872305055,MORENA-PT-Partido Verde,3,19152.499296080216,JALISCO,65-100,-19152.499296080216
5,2,Hombres,76,14399.191880167054,MORENA-PT-Partido Verde,3,15439.867980395726,CHIAPAS,65-100,-15439.867980395726
5,2,Hombres,73,14399.191880167054,MORENA-PT-Partido Verde,3,15439.867980395726,CHIAPAS,65-100,-15439.867980395726
10,2,Hombres,55,31638.319316123932,MORENA-PT-Partido Verde,3,33924.92283093947,DURANGO,55-59,-33924.92283093947
2,2,Hombres,65,17861.584872305055,MORENA-PT-Partido Verde,3,19152.499296080216,BAJA CALIFORNIA,65-100,-19152.499296080216
28,2,Hombres,56,14821.0465783519,MORENA-PT-Partido Verde,3,15892.211480023298,TAMAULIPAS,55-59,-15892.211480023298
28,2,Hombres,58,17500.503786801462,MORENA-PT-Partido Verde,3,18765.321714394377,TAMAULIPAS,55-59,-18765.321714394377
28,1,Hombres,63,17972.078860155245,PAN-PRI-PRD,3,19270.97904127926,TAMAULIPAS,60-64,-19270.97904127926
30,2,Hombres,62,16814.07823801121,MORENA-PT-Partido Verde,3,18029.2859743408,VERACRUZ DE IGNACIO DE LA LLAVE,60-64,-18029.2859743408
8,2,Hombres,60,15750.858867366043,MORENA-PT-Partido Verde,3,16889.224306048738,COAHUILA DE ZARAGOZA,60-64,-16889.224306048738
16,1,Hombres,65,53037.99020035048,PAN-PRI-PRD,3,56871.21704148254,MICHOACAN  DE OCAMPO,65-100,-56871.21704148254
21,2,Hombres,57,16814.07823801121,MORENA-PT-Partido Verde,3,18029.2859743408,PUEBLA,55-59,-18029.2859743408
7,9,Hombres,53,23216.705205560444,NS,3,24894.65147050049,CIUDAD DE MEXICO,50-54,-24894.65147050049
7,2,Hombres,56,16474.173035571024,MORENA-PT-Partido Verde,3,17664.81472517614,CIUDAD DE MEXICO,55-59,-17664.81472517614
24,3,Hombres,56,35557.68627225619,Movimiento Ciudadano,3,38127.55509482075,SAN LUIS POTOSI,55-59,-38127.55509482075
26,2,Hombres,54,12090.827875197308,MORENA-PT-Partido Verde,3,12964.67105378758,SONORA,50-54,-12964.67105378758
8,2,Hombres,80,33253.81681840004,MORENA-PT-Partido Verde,3,35657.1775550506,COAHUILA DE ZARAGOZA,65-100,-35657.1775550506
20,2,Hombres,52,16474.173035571024,MORENA-PT-Partido Verde,3,17664.81472517614,OAXACA,50-54,-17664.81472517614
26,1,Hombres,53,82370.53278426686,PAN-PRI-PRD,3,88323.71720913434,SONORA,50-54,-88323.71720913434
14,2,Hombres,76,16814.07823801121,MORENA-PT-Partido Verde,3,18029.2859743408,JALISCO,65-100,-18029.2859743408
12,2,Hombres,51,143576.98469334847,MORENA-PT-Partido Verde,3,153953.7570675723,GUERRERO,50-54,-153953.7570675723
16,2,Hombres,58,17861.584872305055,MORENA-PT-Partido Verde,3,19152.499296080216,MICHOACAN  DE OCAMPO,55-59,-19152.499296080216
21,2,Hombres,54,16814.07823801121,MORENA-PT-Partido Verde,3,18029.2859743408,PUEBLA,50-54,-18029.2859743408
5,2,Hombres,60,17861.584872305055,MORENA-PT-Partido Verde,3,19152.499296080216,CHIAPAS,60-64,-19152.499296080216
5,2,Hombres,55,31638.319316123932,MORENA-PT-Partido Verde,3,33924.92283093947,CHIAPAS,55-59,-33924.92283093947
10,9,Hombres,66,38654.926874309385,NS,3,41448.643277907584,DURANGO,65-100,-41448.643277907584
30,2,Hombres,53,155046.30921764305,MORENA-PT-Partido Verde,3,166252.00671610527,VERACRUZ DE IGNACIO DE LA LLAVE,50-54,-166252.00671610527
30,2,Hombres,66,39289.68109485718,MORENA-PT-Partido Verde,3,42129.27323595098,VERACRUZ DE IGNACIO DE LA LLAVE,65-100,-42129.27323595098
14,2,Hombres,60,13465.886980120453,MORENA-PT-Partido Verde,3,14439.110121058917,JALISCO,60-64,-14439.110121058917
28,2,Hombres,50,17861.584872305055,MORENA-PT-Partido Verde,3,19152.499296080216,TAMAULIPAS,50-54,-19152.499296080216
21,2,Hombres,52,36600.356061819395,MORENA-PT-Partido Verde,3,39245.58199743997,PUEBLA,50-54,-39245.58199743997
14,2,Hombres,62,32581.573881406064,MORENA-PT-Partido Verde,3,34936.34944995141,JALISCO,60-64,-34936.34944995141
14,2,Hombres,65,89427.0292273061,MORENA-PT-Partido Verde,3,95890.20943948816,JALISCO,65-100,-95890.20943948816
14,1,Hombres,69,101061.16629523526,PAN-PRI-PRD,3,108365.18316645612,JALISCO,65-100,-108365.18316645612
14,2,Hombres,62,20484.501431439592,MORENA-PT-Partido Verde,3,21964.98250580887,JALISCO,60-64,-21964.98250580887
14,2,Hombres,70,63166.23090959324,MORENA-PT-Partido Verde,3,67731.45841653972,JALISCO,65-100,-67731.45841653972
19,2,Hombres,59,12814.514388284812,MORENA-PT-Partido Verde,3,13740.660728364675,NUEVO LEON,55-59,-13740.660728364675
19,2,Hombres,76,23895.65297019416,MORENA-PT-Partido Verde,3,25622.66898278658,NUEVO LEON,65-100,-25622.66898278658
19,3,Hombres,52,20857.357361102186,Movimiento Ciudadano,3,22364.785937668647,NUEVO LEON,50-54,-22364.785937668647
24,2,Hombres,51,34611.38570417685,MORENA-PT-Partido Verde,3,37112.86232855219,SAN LUIS POTOSI,50-54,-37112.86232855219
7,1,Hombres,66,39788.42215512868,PAN-PRI-PRD,3,42664.05992336231,CIUDAD DE MEXICO,65-100,-42664.05992336231
20,2,Hombres,76,20070.3967444399,MORENA-PT-Partido Verde,3,21520.94913570393,OAXACA,65-100,-21520.94913570393
20,8,Hombres,59,98796.31179120672,Ninguno,3,105936.64031293872,OAXACA,55-59,-105936.64031293872
32,2,Hombres,55,41737.40383193307,MORENA-PT-Partido Verde,3,44753.90080030192,ZACATECAS,55-59,-44753.90080030192
32,2,Hombres,52,41737.40383193307,MORENA-PT-Partido Verde,3,44753.90080030192,ZACATECAS,50-54,-44753.90080030192
32,2,Hombres,65,30429.879069306724,MORENA-PT-Partido Verde,3,32629.144704754923,ZACATECAS,65-100,-32629.144704754923
7,2,Hombres,61,17861.584872305055,MORENA-PT-Partido Verde,3,19152.499296080216,CIUDAD DE MEXICO,60-64,-19152.499296080216
7,1,Hombres,60,14227.704483475198,PAN-PRI-PRD,3,15255.986635716172,CIUDAD DE MEXICO,60-64,-15255.986635716172
7,2,Hombres,60,17861.584872305055,MORENA-PT-Partido Verde,3,19152.499296080216,CIUDAD DE MEXICO,60-64,-19152.499296080216
14,2,Hombres,62,16814.07823801121,MORENA-PT-Partido Verde,3,18029.2859743408,JALISCO,60-64,-18029.2859743408
14,2,Hombres,71,16474.173035571024,MORENA-PT-Partido Verde,3,17664.81472517614,JALISCO,65-100,-17664.81472517614
14,1,Hombres,50,56485.8628198,PAN-PRI-PRD,3,60568.27855024995,JALISCO,50-54,-60568.27855024995
19,2,Hombres,62,11257.615269760474,MORENA-PT-Partido Verde,3,12071.23948244602,NUEVO LEON,60-64,-12071.23948244602
19,2,Hombres,65,6739.698393333712,MORENA-PT-Partido Verde,3,7226.798162477881,NUEVO LEON,65-100,-7226.798162477881
19,8,Hombres,53,28195.749350596507,Ninguno,3,30233.54721601834,NUEVO LEON,50-54,-30233.54721601834
20,3,Hombres,63,9148.206838208667,Movimiento Ciudadano,3,9809.377291085626,OAXACA,60-64,-9809.377291085626
8,2,Hombres,59,89427.0292273061,MORENA-PT-Partido Verde,3,95890.20943948816,COAHUILA DE ZARAGOZA,55-59,-95890.20943948816
15,2,Hombres,56,53964.743390565745,MORENA-PT-Partido Verde,3,57864.94967775937,MEXICO,55-59,-57864.94967775937
9,2,Hombres,53,57740.170474939165,MORENA-PT-Partido Verde,3,61913.2390704874,COLIMA,50-54,-61913.2390704874
9,8,Hombres,77,37762.997984336245,Ninguno,3,40492.251806518536,COLIMA,65-100,-40492.251806518536
9,2,Hombres,82,26558.850465834064,MORENA-PT-Partido Verde,3,28478.344362391537,COLIMA,65-100,-28478.344362391537
