N_estado,voto,genero,edad,ponderado,partido,encuesta,homo_pon,estado,rango_edad,total
SAN LUIS POTOSI,1,Hombres,54,42951.2711524043,PAN-PRI-PRD,5,43429.20245077425,24,50-54,-43429.20245077425
SAN LUIS POTOSI,7,Hombres,59,42951.2711524043,MORENA-PT-Partido Verde,5,43429.20245077425,24,55-59,-43429.20245077425
SAN LUIS POTOSI,99,Mujeres,50,52692.86867081134,NS,5,53279.197560806686,24,50-54,53279.197560806686
SAN LUIS POTOSI,7,Mujeres,65,71797.94627377215,MORENA-PT-Partido Verde,5,72596.86292425175,24,65-100,72596.86292425175
SAN LUIS POTOSI,7,Hombres,56,63328.92821587586,MORENA-PT-Partido Verde,5,64033.607636868895,24,55-59,-64033.607636868895
VERACRUZ DE IGNACIO DE LA LLAVE,1,Hombres,34,79522.42818231408,PAN-PRI-PRD,5,80407.29739179212,30,30-34,-80407.29739179212
AGUASCALIENTES,7,Hombres,45,106010.19176904306,MORENA-PT-Partido Verde,5,107189.79803524291,1,45-49,-107189.79803524291
AGUASCALIENTES,7,Hombres,50,118366.23678257028,MORENA-PT-Partido Verde,5,119683.33235880894,1,50-54,-119683.33235880894
AGUASCALIENTES,2,Mujeres,35,100882.67967768956,PAN-PRI-PRD,5,102005.23062409382,1,35-39,102005.23062409382
AGUASCALIENTES,2,Hombres,41,106010.19176904306,PAN-PRI-PRD,5,107189.79803524291,1,40-44,-107189.79803524291
AGUASCALIENTES,7,Hombres,27,115237.4680443424,MORENA-PT-Partido Verde,5,116519.74889996304,1,25-29,-116519.74889996304
AGUASCALIENTES,6,Mujeres,30,100882.67967768956,Movimiento Ciudadano,5,102005.23062409382,1,30-34,102005.23062409382
AGUASCALIENTES,99,Mujeres,52,98486.69076762573,NS,5,99582.58084789164,1,50-54,99582.58084789164
AGUASCALIENTES,1,Hombres,38,106010.19176904306,PAN-PRI-PRD,5,107189.79803524291,1,35-39,-107189.79803524291
VERACRUZ DE IGNACIO DE LA LLAVE,3,Mujeres,78,92604.83217949452,PAN-PRI-PRD,5,93635.27310688488,30,65-100,93635.27310688488
VERACRUZ DE IGNACIO DE LA LLAVE,7,Hombres,33,79522.42818231408,MORENA-PT-Partido Verde,5,80407.29739179212,30,30-34,-80407.29739179212
VERACRUZ DE IGNACIO DE LA LLAVE,99,Hombres,36,73154.92091776265,NS,5,73968.93702015733,30,35-39,-73968.93702015733
VERACRUZ DE IGNACIO DE LA LLAVE,1,Mujeres,52,67963.14537619519,PAN-PRI-PRD,5,68719.39108067493,30,50-54,68719.39108067493
VERACRUZ DE IGNACIO DE LA LLAVE,1,Hombres,39,73154.92091776265,PAN-PRI-PRD,5,73968.93702015733,30,35-39,-73968.93702015733
VERACRUZ DE IGNACIO DE LA LLAVE,2,Hombres,42,73154.92091776265,PAN-PRI-PRD,5,73968.93702015733,30,40-44,-73968.93702015733
VERACRUZ DE IGNACIO DE LA LLAVE,99,Hombres,36,73154.92091776265,NS,5,73968.93702015733,30,35-39,-73968.93702015733
VERACRUZ DE IGNACIO DE LA LLAVE,7,Hombres,18,67707.6088185903,MORENA-PT-Partido Verde,5,68461.01109340011,30,18-18,-68461.01109340011
VERACRUZ DE IGNACIO DE LA LLAVE,7,Hombres,51,81681.51143455158,MORENA-PT-Partido Verde,5,82590.4053919438,30,50-54,-82590.4053919438
VERACRUZ DE IGNACIO DE LA LLAVE,4,Hombres,60,71423.93486877157,MORENA-PT-Partido Verde,5,72218.68978546307,30,60-64,-72218.68978546307
VERACRUZ DE IGNACIO DE LA LLAVE,7,Hombres,21,59204.87705781648,MORENA-PT-Partido Verde,5,59863.66696095283,30,20-24,-59863.66696095283
VERACRUZ DE IGNACIO DE LA LLAVE,1,Mujeres,25,75903.35222710285,PAN-PRI-PRD,5,76747.95092481801,30,25-29,76747.95092481801
SAN LUIS POTOSI,7,Mujeres,35,36607.05491023637,MORENA-PT-Partido Verde,5,37014.39226750968,24,35-39,37014.39226750968
SAN LUIS POTOSI,2,Hombres,20,35603.25726560985,PAN-PRI-PRD,5,35999.42507425921,24,20-24,-35999.42507425921
SAN LUIS POTOSI,1,Hombres,32,41815.94237874695,PAN-PRI-PRD,5,42281.24054332802,24,30-34,-42281.24054332802
SAN LUIS POTOSI,5,Mujeres,40,35595.96666118576,MORENA-PT-Partido Verde,5,35992.053345157205,24,40-44,35992.053345157205
SAN LUIS POTOSI,1,Hombres,50,63328.92821587586,PAN-PRI-PRD,5,64033.607636868895,24,50-54,-64033.607636868895
SAN LUIS POTOSI,99,Mujeres,40,52483.99772528633,NS,5,53068.00244746294,24,40-44,53068.00244746294
SAN LUIS POTOSI,7,Mujeres,27,53974.78329288548,MORENA-PT-Partido Verde,5,54575.37642008007,24,25-29,54575.37642008007
DURANGO,3,Mujeres,46,26306.27651197064,PAN-PRI-PRD,5,26598.994109175943,10,45-49,26598.994109175943
DURANGO,6,Hombres,33,30780.491001230275,Movimiento Ciudadano,5,31122.99448562038,10,30-34,-31122.99448562038
DURANGO,7,Mujeres,25,33599.03933232959,MORENA-PT-Partido Verde,5,33972.9056245542,10,25-29,33972.9056245542
DURANGO,4,Mujeres,20,33599.03933232959,MORENA-PT-Partido Verde,5,33972.9056245542,10,20-24,33972.9056245542
DURANGO,1,Hombres,50,31616.200424791157,PAN-PRI-PRD,5,31968.00309123446,10,50-54,-31968.00309123446
DURANGO,99,Mujeres,27,26946.256861563965,NS,5,27246.095706434488,10,25-29,27246.095706434488
DURANGO,7,Mujeres,47,26306.27651197064,MORENA-PT-Partido Verde,5,26598.994109175943,10,45-49,26598.994109175943
DURANGO,1,Mujeres,30,26946.256861563965,PAN-PRI-PRD,5,27246.095706434488,10,30-34,27246.095706434488
DURANGO,7,Mujeres,18,33599.03933232959,MORENA-PT-Partido Verde,5,33972.9056245542,10,18-18,33972.9056245542
DURANGO,3,Mujeres,18,33599.03933232959,PAN-PRI-PRD,5,33972.9056245542,10,18-18,33972.9056245542
ZACATECAS,5,Mujeres,39,56958.96047949849,MORENA-PT-Partido Verde,5,57592.759415021865,32,35-39,57592.759415021865
ZACATECAS,5,Mujeres,50,57185.64046667755,MORENA-PT-Partido Verde,5,57821.96173641085,32,50-54,57821.96173641085
VERACRUZ DE IGNACIO DE LA LLAVE,7,Hombres,36,60035.28500520383,MORENA-PT-Partido Verde,5,60703.315099324594,30,35-39,-60703.315099324594
VERACRUZ DE IGNACIO DE LA LLAVE,7,Mujeres,25,71236.73086822436,MORENA-PT-Partido Verde,5,72029.40271150171,30,25-29,72029.40271150171
VERACRUZ DE IGNACIO DE LA LLAVE,3,Hombres,56,67032.71300288483,PAN-PRI-PRD,5,67778.60551547316,30,55-59,-67778.60551547316
ZACATECAS,99,Hombres,50,68728.56634012041,NS,5,69493.32910650015,32,50-54,-69493.32910650015
ZACATECAS,5,Hombres,65,67367.65972057685,MORENA-PT-Partido Verde,5,68117.27928280483,32,65-100,-68117.27928280483
ZACATECAS,1,Hombres,50,68728.56634012041,PAN-PRI-PRD,5,69493.32910650015,32,50-54,-69493.32910650015
ZACATECAS,7,Mujeres,45,56958.96047949849,MORENA-PT-Partido Verde,5,57592.759415021865,32,45-49,57592.759415021865
VERACRUZ DE IGNACIO DE LA LLAVE,7,Hombres,32,65260.84069720967,MORENA-PT-Partido Verde,5,65987.0170708136,30,30-34,-65987.0170708136
VERACRUZ DE IGNACIO DE LA LLAVE,7,Hombres,22,55564.89627012832,MORENA-PT-Partido Verde,5,56183.18304734488,30,20-24,-56183.18304734488
VERACRUZ DE IGNACIO DE LA LLAVE,3,Hombres,52,67032.71300288483,PAN-PRI-PRD,5,67778.60551547316,30,50-54,-67778.60551547316
ZACATECAS,5,Mujeres,70,77919.68145648023,MORENA-PT-Partido Verde,5,78786.71643653772,32,65-100,78786.71643653772
VERACRUZ DE IGNACIO DE LA LLAVE,7,Hombres,36,60035.28500520383,MORENA-PT-Partido Verde,5,60703.315099324594,30,35-39,-60703.315099324594
ZACATECAS,7,Mujeres,40,56958.96047949849,MORENA-PT-Partido Verde,5,57592.759415021865,32,40-44,57592.759415021865
CAMPECHE,7,Hombres,49,74694.11980792906,MORENA-PT-Partido Verde,5,75525.26302447636,4,45-49,-75525.26302447636
CAMPECHE,99,Mujeres,52,62149.28242752701,NS,5,62840.83558640683,4,50-54,62840.83558640683
CAMPECHE,7,Hombres,52,74694.11980792906,MORENA-PT-Partido Verde,5,75525.26302447636,4,50-54,-75525.26302447636
CAMPECHE,4,Hombres,51,74694.11980792906,MORENA-PT-Partido Verde,5,75525.26302447636,4,50-54,-75525.26302447636
CAMPECHE,4,Hombres,52,74694.11980792906,MORENA-PT-Partido Verde,5,75525.26302447636,4,50-54,-75525.26302447636
CAMPECHE,1,Mujeres,53,62149.28242752701,PAN-PRI-PRD,5,62840.83558640683,4,50-54,62840.83558640683
CAMPECHE,2,Mujeres,27,63661.25313447383,PAN-PRI-PRD,5,64369.63043158472,4,25-29,64369.63043158472
NAYARIT,6,Mujeres,58,85263.27069628409,Movimiento Ciudadano,5,86212.01993172697,18,55-59,86212.01993172697
CAMPECHE,6,Hombres,37,66896.930916236,Movimiento Ciudadano,5,67641.3125420164,4,35-39,-67641.3125420164
NAYARIT,2,Hombres,53,102473.66836504836,PAN-PRI-PRD,5,103613.922705756,18,50-54,-103613.922705756
CAMPECHE,7,Mujeres,65,84683.01220344947,MORENA-PT-Partido Verde,5,85625.30473371391,4,65-100,85625.30473371391
NAYARIT,99,Hombres,35,99764.98708238632,NS,5,100875.10113789262,18,35-39,-100875.10113789262
CAMPECHE,1,Hombres,22,61915.60557809288,PAN-PRI-PRD,5,62604.558546639506,4,20-24,-62604.558546639506
VERACRUZ DE IGNACIO DE LA LLAVE,99,Mujeres,33,57131.49203364986,NS,5,57767.2107780048,30,30-34,57767.2107780048
NAYARIT,4,Mujeres,56,85263.27069628409,MORENA-PT-Partido Verde,5,86212.01993172697,18,55-59,86212.01993172697
ZACATECAS,99,Mujeres,30,58576.85545527272,NS,5,59228.65717920379,32,30-34,59228.65717920379
ZACATECAS,1,Hombres,44,61554.11117032684,PAN-PRI-PRD,5,62239.04168535761,32,40-44,-62239.04168535761
NAYARIT,99,Hombres,36,91776.6208501759,NS,5,92797.84602899058,18,35-39,-92797.84602899058
BAJA CALIFORNIA,7,Hombres,46,74156.21632752466,MORENA-PT-Partido Verde,5,74981.37413544749,2,45-49,-74981.37413544749
NAYARIT,7,Mujeres,25,108900.39813973317,MORENA-PT-Partido Verde,5,110112.16457363564,18,25-29,110112.16457363564
NAYARIT,7,Hombres,46,102473.66836504836,MORENA-PT-Partido Verde,5,103613.922705756,18,45-49,-103613.922705756
NAYARIT,7,Mujeres,27,87337.55961219537,MORENA-PT-Partido Verde,5,88309.39006428627,18,25-29,88309.39006428627
NAYARIT,1,Mujeres,76,116177.53754919334,PAN-PRI-PRD,5,117470.27883187369,18,65-100,117470.27883187369
NAYARIT,7,Mujeres,73,116177.53754919334,MORENA-PT-Partido Verde,5,117470.27883187369,18,65-100,117470.27883187369
VERACRUZ DE IGNACIO DE LA LLAVE,1,Mujeres,58,59428.32329585023,PAN-PRI-PRD,5,60089.59955032832,30,55-59,60089.59955032832
VERACRUZ DE IGNACIO DE LA LLAVE,7,Hombres,40,63968.11487930197,MORENA-PT-Partido Verde,5,64679.90671638318,30,40-44,-64679.90671638318
VERACRUZ DE IGNACIO DE LA LLAVE,1,Hombres,41,63968.11487930197,PAN-PRI-PRD,5,64679.90671638318,30,40-44,-64679.90671638318
VERACRUZ DE IGNACIO DE LA LLAVE,7,Hombres,25,59204.87705781648,MORENA-PT-Partido Verde,5,59863.66696095283,30,25-29,-59863.66696095283
VERACRUZ DE IGNACIO DE LA LLAVE,1,Hombres,51,71423.93486877157,PAN-PRI-PRD,5,72218.68978546307,30,50-54,-72218.68978546307
VERACRUZ DE IGNACIO DE LA LLAVE,7,Hombres,52,71423.93486877157,MORENA-PT-Partido Verde,5,72218.68978546307,30,50-54,-72218.68978546307
BAJA CALIFORNIA,7,Mujeres,30,63202.80192417783,MORENA-PT-Partido Verde,5,63906.07790120443,2,30-34,63906.07790120443
VERACRUZ DE IGNACIO DE LA LLAVE,7,Mujeres,32,57131.49203364986,MORENA-PT-Partido Verde,5,57767.2107780048,30,30-34,57767.2107780048
VERACRUZ DE IGNACIO DE LA LLAVE,2,Hombres,35,65260.84069720967,PAN-PRI-PRD,5,65987.0170708136,30,35-39,-65987.0170708136
VERACRUZ DE IGNACIO DE LA LLAVE,7,Mujeres,19,75903.35222710285,MORENA-PT-Partido Verde,5,76747.95092481801,30,19-19,76747.95092481801
VERACRUZ DE IGNACIO DE LA LLAVE,7,Hombres,18,59204.87705781648,MORENA-PT-Partido Verde,5,59863.66696095283,30,18-18,-59863.66696095283
VERACRUZ DE IGNACIO DE LA LLAVE,7,Hombres,68,70009.6567755005,MORENA-PT-Partido Verde,5,70788.6746081142,30,65-100,-70788.6746081142
VERACRUZ DE IGNACIO DE LA LLAVE,1,Hombres,39,63968.11487930197,PAN-PRI-PRD,5,64679.90671638318,30,35-39,-64679.90671638318
BAJA CALIFORNIA,99,Mujeres,37,61457.1381309744,NS,5,62140.98959876486,2,35-39,62140.98959876486
BAJA CALIFORNIA,4,Mujeres,23,78806.99121490655,MORENA-PT-Partido Verde,5,79683.89954896552,2,20-24,79683.89954896552
JALISCO,1,Hombres,26,56722.725496843435,PAN-PRI-PRD,5,57353.89577694052,14,25-29,-57353.89577694052
JALISCO,1,Hombres,32,56722.725496843435,PAN-PRI-PRD,5,57353.89577694052,14,30-34,-57353.89577694052
JALISCO,1,Hombres,30,56722.725496843435,PAN-PRI-PRD,5,57353.89577694052,14,30-34,-57353.89577694052
JALISCO,2,Hombres,35,56722.725496843435,PAN-PRI-PRD,5,57353.89577694052,14,35-39,-57353.89577694052
JALISCO,7,Hombres,28,56722.725496843435,MORENA-PT-Partido Verde,5,57353.89577694052,14,25-29,-57353.89577694052
BAJA CALIFORNIA,1,Mujeres,53,61701.71954830215,PAN-PRI-PRD,5,62388.29254472738,2,50-54,62388.29254472738
BAJA CALIFORNIA,7,Mujeres,48,61701.71954830215,MORENA-PT-Partido Verde,5,62388.29254472738,2,45-49,62388.29254472738
BAJA CALIFORNIA,7,Hombres,21,61469.725503229645,MORENA-PT-Partido Verde,5,62153.71703437572,2,20-24,-62153.71703437572
BAJA CALIFORNIA,7,Mujeres,47,61701.71954830215,MORENA-PT-Partido Verde,5,62388.29254472738,2,45-49,62388.29254472738
BAJA CALIFORNIA,7,Mujeres,41,61457.1381309744,MORENA-PT-Partido Verde,5,62140.98959876486,2,40-44,62140.98959876486
BAJA CALIFORNIA,7,Mujeres,42,61457.1381309744,MORENA-PT-Partido Verde,5,62140.98959876486,2,40-44,62140.98959876486
VERACRUZ DE IGNACIO DE LA LLAVE,99,Hombres,34,72630.75957766887,NS,5,73438.94318423503,30,30-34,-73438.94318423503
VERACRUZ DE IGNACIO DE LA LLAVE,7,Hombres,52,74602.72975244666,MORENA-PT-Partido Verde,5,75432.85604524052,30,50-54,-75432.85604524052
VERACRUZ DE IGNACIO DE LA LLAVE,99,Hombres,33,72630.75957766887,NS,5,73438.94318423503,30,30-34,-73438.94318423503
VERACRUZ DE IGNACIO DE LA LLAVE,1,Hombres,32,72630.75957766887,PAN-PRI-PRD,5,73438.94318423503,30,30-34,-73438.94318423503
VERACRUZ DE IGNACIO DE LA LLAVE,99,Mujeres,57,62073.24128287134,NS,5,62763.94830979698,30,55-59,62763.94830979698
VERACRUZ DE IGNACIO DE LA LLAVE,99,Hombres,37,66815.08090925074,NS,5,67558.55176617471,30,35-39,-67558.55176617471
JALISCO,1,Hombres,23,48295.30733467594,PAN-PRI-PRD,5,48832.70327943706,14,20-24,-48832.70327943706
VERACRUZ DE IGNACIO DE LA LLAVE,7,Hombres,67,73125.50777383459,MORENA-PT-Partido Verde,5,73939.19658761384,30,65-100,-73939.19658761384
VERACRUZ DE IGNACIO DE LA LLAVE,1,Mujeres,21,79281.50813739556,PAN-PRI-PRD,5,80163.69655939555,30,20-24,80163.69655939555
VERACRUZ DE IGNACIO DE LA LLAVE,7,Hombres,65,73125.50777383459,MORENA-PT-Partido Verde,5,73939.19658761384,30,65-100,-73939.19658761384
VERACRUZ DE IGNACIO DE LA LLAVE,99,Mujeres,56,62073.24128287134,NS,5,62763.94830979698,30,55-59,62763.94830979698
JALISCO,1,Hombres,20,48295.30733467594,PAN-PRI-PRD,5,48832.70327943706,14,20-24,-48832.70327943706
JALISCO,7,Hombres,21,48295.30733467594,MORENA-PT-Partido Verde,5,48832.70327943706,14,20-24,-48832.70327943706
JALISCO,1,Hombres,45,52180.83241181015,PAN-PRI-PRD,5,52761.46372528422,14,45-49,-52761.46372528422
JALISCO,7,Mujeres,28,49656.944428366485,MORENA-PT-Partido Verde,5,50209.49170547787,14,25-29,50209.49170547787
JALISCO,6,Hombres,26,56722.725496843435,Movimiento Ciudadano,5,57353.89577694052,14,25-29,-57353.89577694052
JALISCO,7,Hombres,40,52180.83241181015,MORENA-PT-Partido Verde,5,52761.46372528422,14,40-44,-52761.46372528422
JALISCO,7,Mujeres,34,49656.944428366485,MORENA-PT-Partido Verde,5,50209.49170547787,14,30-34,50209.49170547787
JALISCO,7,Hombres,25,48295.30733467594,MORENA-PT-Partido Verde,5,48832.70327943706,14,25-29,-48832.70327943706
JALISCO,99,Hombres,32,56722.725496843435,NS,5,57353.89577694052,14,30-34,-57353.89577694052
SINALOA,1,Hombres,80,98764.53844340458,PAN-PRI-PRD,5,99863.52021564776,25,65-100,-99863.52021564776
SINALOA,1,Hombres,49,100759.69924758404,PAN-PRI-PRD,5,101880.88175493968,25,45-49,-101880.88175493968
SINALOA,7,Hombres,35,98096.3232237422,MORENA-PT-Partido Verde,5,99187.86957070096,25,35-39,-99187.86957070096
SINALOA,7,Hombres,23,83521.94005127595,MORENA-PT-Partido Verde,5,84451.31299368417,25,20-24,-84451.31299368417
JALISCO,7,Hombres,24,48295.30733467594,MORENA-PT-Partido Verde,5,48832.70327943706,14,20-24,-48832.70327943706
SINALOA,7,Mujeres,59,83837.16177328904,MORENA-PT-Partido Verde,5,84770.04227956754,25,55-59,84770.04227956754
SINALOA,7,Mujeres,35,85876.7562433071,MORENA-PT-Partido Verde,5,86832.33191103367,25,35-39,86832.33191103367
SINALOA,7,Hombres,52,100759.69924758404,MORENA-PT-Partido Verde,5,101880.88175493968,25,50-54,-101880.88175493968
SINALOA,7,Hombres,49,100759.69924758404,MORENA-PT-Partido Verde,5,101880.88175493968,25,45-49,-101880.88175493968
SINALOA,99,Mujeres,70,114234.35824587206,NS,5,115505.47720673317,25,65-100,115505.47720673317
SINALOA,4,Mujeres,39,83504.83696935557,MORENA-PT-Partido Verde,5,84434.01960079212,25,35-39,84434.01960079212
JALISCO,5,Hombres,18,48295.30733467594,MORENA-PT-Partido Verde,5,48832.70327943706,14,18-18,-48832.70327943706
DURANGO,2,Mujeres,42,33022.33984599726,PAN-PRI-PRD,5,33389.789035144895,10,40-44,33389.789035144895
DURANGO,1,Mujeres,28,35440.993221235796,PAN-PRI-PRD,5,35835.355470624025,10,25-29,35835.355470624025
DURANGO,7,Hombres,20,34469.17001377113,MORENA-PT-Partido Verde,5,34852.71850340632,10,20-24,-34852.71850340632
DURANGO,7,Hombres,48,39845.84788250347,MORENA-PT-Partido Verde,5,40289.22423207795,10,45-49,-40289.22423207795
DURANGO,7,Hombres,32,38792.60460476064,MORENA-PT-Partido Verde,5,39224.26120975654,10,30-34,-39224.26120975654
DURANGO,2,Mujeres,21,42344.81665242983,PAN-PRI-PRD,5,42815.999755023535,10,20-24,42815.999755023535
DURANGO,99,Mujeres,57,33153.75909083421,NS,5,33522.67062017878,10,55-59,33522.67062017878
DURANGO,6,Mujeres,23,44191.04780804106,Movimiento Ciudadano,5,44682.77446219024,10,20-24,44682.77446219024
DURANGO,7,Mujeres,44,34462.1116403891,MORENA-PT-Partido Verde,5,34845.58158944879,10,40-44,34845.58158944879
DURANGO,7,Hombres,20,34469.17001377113,MORENA-PT-Partido Verde,5,34852.71850340632,10,20-24,-34852.71850340632
DURANGO,1,Hombres,40,37242.33436177701,PAN-PRI-PRD,5,37656.74065845435,10,40-44,-37656.74065845435
DURANGO,4,Hombres,33,38792.60460476064,MORENA-PT-Partido Verde,5,39224.26120975654,10,30-34,-39224.26120975654
DURANGO,2,Mujeres,50,33153.75909083421,PAN-PRI-PRD,5,33522.67062017878,10,50-54,33522.67062017878
DURANGO,7,Hombres,49,39845.84788250347,MORENA-PT-Partido Verde,5,40289.22423207795,10,45-49,-40289.22423207795
DURANGO,7,Hombres,26,38792.60460476064,MORENA-PT-Partido Verde,5,39224.26120975654,10,25-29,-39224.26120975654
DURANGO,7,Hombres,22,33029.10333185134,MORENA-PT-Partido Verde,5,33396.62778027511,10,20-24,-33396.62778027511
DURANGO,7,Mujeres,43,34462.1116403891,MORENA-PT-Partido Verde,5,34845.58158944879,10,40-44,34845.58158944879
DURANGO,1,Hombres,18,34469.17001377113,PAN-PRI-PRD,5,34852.71850340632,10,18-18,-34852.71850340632
DURANGO,99,Hombres,25,34469.17001377113,NS,5,34852.71850340632,10,25-29,-34852.71850340632
DURANGO,7,Hombres,24,34469.17001377113,MORENA-PT-Partido Verde,5,34852.71850340632,10,20-24,-34852.71850340632
JALISCO,3,Mujeres,37,63014.10482178455,PAN-PRI-PRD,5,63715.28111121807,14,35-39,63715.28111121807
JALISCO,99,Hombres,39,68097.75285303639,NS,5,68855.49637409877,14,35-39,-68855.49637409877
JALISCO,5,Mujeres,19,80803.50234536444,MORENA-PT-Partido Verde,5,81702.6264400095,14,19-19,81702.6264400095
VERACRUZ DE IGNACIO DE LA LLAVE,7,Hombres,64,70009.6567755005,MORENA-PT-Partido Verde,5,70788.6746081142,30,60-64,-70788.6746081142
VERACRUZ DE IGNACIO DE LA LLAVE,7,Mujeres,52,59428.32329585023,MORENA-PT-Partido Verde,5,60089.59955032832,30,50-54,60089.59955032832
VERACRUZ DE IGNACIO DE LA LLAVE,4,Hombres,59,71423.93486877157,MORENA-PT-Partido Verde,5,72218.68978546307,30,55-59,-72218.68978546307
VERACRUZ DE IGNACIO DE LA LLAVE,7,Mujeres,45,59192.75346655669,MORENA-PT-Partido Verde,5,59851.40846696361,30,45-49,59851.40846696361
VERACRUZ DE IGNACIO DE LA LLAVE,5,Hombres,52,71423.93486877157,MORENA-PT-Partido Verde,5,72218.68978546307,30,50-54,-72218.68978546307
VERACRUZ DE IGNACIO DE LA LLAVE,6,Hombres,84,70009.6567755005,Movimiento Ciudadano,5,70788.6746081142,30,65-100,-70788.6746081142
VERACRUZ DE IGNACIO DE LA LLAVE,7,Mujeres,44,59192.75346655669,MORENA-PT-Partido Verde,5,59851.40846696361,30,40-44,59851.40846696361
VERACRUZ DE IGNACIO DE LA LLAVE,99,Hombres,27,69535.98961805679,NS,5,70309.73681831252,30,25-29,-70309.73681831252
VERACRUZ DE IGNACIO DE LA LLAVE,7,Hombres,51,71423.93486877157,MORENA-PT-Partido Verde,5,72218.68978546307,30,50-54,-72218.68978546307
VERACRUZ DE IGNACIO DE LA LLAVE,1,Hombres,64,70009.6567755005,PAN-PRI-PRD,5,70788.6746081142,30,60-64,-70788.6746081142
JALISCO,2,Hombres,62,74529.32313887129,PAN-PRI-PRD,5,75358.63261490529,14,60-64,-75358.63261490529
JALISCO,7,Mujeres,27,64803.9935896944,MORENA-PT-Partido Verde,5,65525.08649253267,14,25-29,65525.08649253267
JALISCO,2,Hombres,39,68097.75285303639,PAN-PRI-PRD,5,68855.49637409877,14,35-39,-68855.49637409877
JALISCO,7,Mujeres,58,63264.882510718046,MORENA-PT-Partido Verde,5,63968.849276504385,14,55-59,63968.849276504385
JALISCO,1,Mujeres,50,63264.882510718046,PAN-PRI-PRD,5,63968.849276504385,14,50-54,63968.849276504385
JALISCO,6,Hombres,22,48295.30733467594,Movimiento Ciudadano,5,48832.70327943706,14,20-24,-48832.70327943706
JALISCO,99,Hombres,27,56722.725496843435,NS,5,57353.89577694052,14,25-29,-57353.89577694052
JALISCO,6,Hombres,24,48295.30733467594,Movimiento Ciudadano,5,48832.70327943706,14,20-24,-48832.70327943706
JALISCO,99,Mujeres,44,63014.10482178455,NS,5,63715.28111121807,14,40-44,63715.28111121807
JALISCO,7,Hombres,70,74529.32313887129,MORENA-PT-Partido Verde,5,75358.63261490529,14,65-100,-75358.63261490529
MICHOACAN  DE OCAMPO,7,Mujeres,36,51523.62700431195,MORENA-PT-Partido Verde,5,52096.94540188682,16,35-39,52096.94540188682
SINALOA,4,Mujeres,68,60085.34795717943,MORENA-PT-Partido Verde,5,60753.93511634149,25,65-100,60753.93511634149
TABASCO,4,Mujeres,36,80784.48124752325,MORENA-PT-Partido Verde,5,81683.39368887508,27,35-39,81683.39368887508
SINALOA,4,Hombres,60,52997.90432858329,MORENA-PT-Partido Verde,5,53587.62743914665,25,60-64,-53587.62743914665
TABASCO,4,Mujeres,28,83079.12997760215,MORENA-PT-Partido Verde,5,84003.57564340683,27,25-29,84003.57564340683
SINALOA,6,Hombres,49,52997.90432858329,Movimiento Ciudadano,5,53587.62743914665,25,45-49,-53587.62743914665
TABASCO,7,Mujeres,33,83079.12997760215,MORENA-PT-Partido Verde,5,84003.57564340683,27,30-34,84003.57564340683
SINALOA,7,Mujeres,31,45169.727037876066,MORENA-PT-Partido Verde,5,45672.34374073517,25,30-34,45672.34374073517
SINALOA,7,Hombres,31,51597.01340933022,MORENA-PT-Partido Verde,5,52171.14839879846,25,30-34,-52171.14839879846
MICHOACAN  DE OCAMPO,1,Hombres,34,60526.77367814427,PAN-PRI-PRD,5,61200.27270981427,16,30-34,-61200.27270981427
MICHOACAN  DE OCAMPO,3,Mujeres,23,66069.16859739817,PAN-PRI-PRD,5,66804.33947087324,16,20-24,66804.33947087324
MICHOACAN  DE OCAMPO,7,Mujeres,25,66069.16859739817,MORENA-PT-Partido Verde,5,66804.33947087324,16,25-29,66804.33947087324
MICHOACAN  DE OCAMPO,7,Hombres,36,55680.283450106195,MORENA-PT-Partido Verde,5,56299.85417406664,16,35-39,-56299.85417406664
TABASCO,7,Mujeres,65,110512.92004705202,MORENA-PT-Partido Verde,5,111742.62948166524,27,65-100,111742.62948166524
SINALOA,99,Mujeres,70,60085.34795717943,NS,5,60753.93511634149,25,65-100,60753.93511634149
TABASCO,7,Hombres,19,80801.02715852455,MORENA-PT-Partido Verde,5,81700.12371104505,27,19-19,-81700.12371104505
SINALOA,7,Mujeres,70,60085.34795717943,MORENA-PT-Partido Verde,5,60753.93511634149,25,65-100,60753.93511634149
TABASCO,2,Hombres,60,97477.22802404453,PAN-PRI-PRD,5,98561.88551848114,27,60-64,-98561.88551848114
SINALOA,7,Mujeres,58,44096.93470722888,MORENA-PT-Partido Verde,5,44587.61413750649,25,55-59,44587.61413750649
TABASCO,7,Hombres,56,97477.22802404453,MORENA-PT-Partido Verde,5,98561.88551848114,27,55-59,-98561.88551848114
SINALOA,1,Mujeres,35,45169.727037876066,PAN-PRI-PRD,5,45672.34374073517,25,35-39,45672.34374073517
TABASCO,7,Hombres,42,87301.75020200813,MORENA-PT-Partido Verde,5,88273.1821923668,27,40-44,-88273.1821923668
SINALOA,7,Mujeres,62,60085.34795717943,MORENA-PT-Partido Verde,5,60753.93511634149,25,60-64,60753.93511634149
TABASCO,7,Mujeres,25,103590.60147588768,MORENA-PT-Partido Verde,5,104743.28425648854,27,25-29,104743.28425648854
MICHOACAN  DE OCAMPO,7,Hombres,19,51534.179839877805,MORENA-PT-Partido Verde,5,52107.615661926226,16,19-19,-52107.615661926226
