voto,genero,edad,ponderado,inverso,homo_pon,estado,partido,rango_edad,total
NA,Hombres,26,2.41,0.4149377593360995,20050.39932898723,NA,MORENA-PT-Partido Verde,25-29,-20050.39932898723
NA,Mujeres,43,2.24,0.4464285714285714,21572.081420919298,NA,Movimiento Ciudadano,40-44,21572.081420919298
NA,Hombres,47,0.53,1.8867924528301885,91172.57053369663,NA,MORENA-PT-Partido Verde,45-49,-91172.57053369663
NA,Mujeres,74,2.9,0.3448275862068966,16662.573235468702,NA,NS,65-100,16662.573235468702
NA,Mujeres,36,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,35-39,210093.3147080836
NA,Mujeres,69,0.2,5,241607.31191429615,NA,MORENA-PT-Partido Verde,65-100,241607.31191429615
NA,Hombres,63,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD,60-64,-42762.35609102587
NA,Hombres,50,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,50-54,-123901.18559707492
NA,Hombres,62,0.35,2.857142857142857,138061.3210938835,NA,NS,60-64,-138061.3210938835
NA,Mujeres,67,0.47,2.127659574468085,102811.62209118984,NA,MORENA-PT-Partido Verde,65-100,102811.62209118984
NA,Mujeres,49,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,45-49,210093.3147080836
NA,Hombres,36,0.44,2.272727272727273,109821.50541558916,NA,NS,35-39,-109821.50541558916
NA,Mujeres,41,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,40-44,210093.3147080836
NA,Hombres,42,1.46,0.684931506849315,33096.892043054264,NA,MORENA-PT-Partido Verde,40-44,-33096.892043054264
NA,Hombres,47,0.6,1.6666666666666667,80535.77063809872,NA,PAN-PRI-PRD,45-49,-80535.77063809872
NA,Mujeres,27,0.41,2.4390243902439024,117857.2253240469,NA,MORENA-PT-Partido Verde,25-29,117857.2253240469
NA,Hombres,32,0.6,1.6666666666666667,80535.77063809872,NA,PAN-PRI-PRD,30-34,-80535.77063809872
NA,Hombres,73,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD,65-100,-42762.35609102587
NA,Hombres,60,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD,60-64,-42762.35609102587
NA,Hombres,53,1.08,0.9259259259259258,44742.094798943726,NA,MORENA-PT-Partido Verde,50-54,-44742.094798943726
NA,Hombres,60,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,60-64,-123901.18559707492
NA,Mujeres,66,1.33,0.7518796992481203,36331.926603653556,NA,PAN-PRI-PRD,65-100,36331.926603653556
NA,Hombres,24,0.35,2.857142857142857,138061.3210938835,NA,MORENA-PT-Partido Verde,20-24,-138061.3210938835
NA,Mujeres,36,0.71,1.4084507042253522,68058.39772233694,NA,PAN-PRI-PRD,35-39,68058.39772233694
NA,Mujeres,44,1.72,0.5813953488372093,28093.87347840653,NA,MORENA-PT-Partido Verde,40-44,28093.87347840653
NA,Hombres,48,1.9,0.5263157894736842,25432.34862255749,NA,Movimiento Ciudadano,45-49,-25432.34862255749
NA,Mujeres,28,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,25-29,127161.74311278746
NA,Mujeres,57,0.47,2.127659574468085,102811.62209118984,NA,MORENA-PT-Partido Verde,55-59,102811.62209118984
NA,Hombres,33,1.46,0.684931506849315,33096.892043054264,NA,MORENA-PT-Partido Verde,30-34,-33096.892043054264
NA,Hombres,59,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD,55-59,-42762.35609102587
NA,Hombres,45,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,45-49,-254323.48622557492
NA,Mujeres,64,1.33,0.7518796992481203,36331.926603653556,NA,PAN-PRI-PRD,60-64,36331.926603653556
NA,Hombres,30,0.5,2,96642.92476571846,NA,MORENA-PT-Partido Verde,30-34,-96642.92476571846
NA,Mujeres,25,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde,25-29,151004.5699464351
NA,Hombres,67,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde,65-100,-37458.4979712087
NA,Mujeres,53,0.53,1.8867924528301885,91172.57053369663,NA,PAN-PRI-PRD,50-54,91172.57053369663
NA,Mujeres,72,2.23,0.4484304932735426,21668.817212044494,NA,Ninguno,65-100,21668.817212044494
NA,Hombres,34,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,30-34,-210093.3147080836
NA,Hombres,48,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD,45-49,-72121.58564605855
NA,Mujeres,25,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,25-29,127161.74311278746
NA,Hombres,53,0.4,2.5,120803.65595714808,NA,MORENA-PT-Partido Verde,50-54,-120803.65595714808
NA,Hombres,47,0.78,1.282051282051282,61950.592798537466,NA,PAN-PRI-PRD,45-49,-61950.592798537466
NA,Mujeres,63,3.62,0.27624309392265195,13348.470271508077,NA,PAN-PRI-PRD,60-64,13348.470271508077
NA,Hombres,54,0.22,4.545454545454546,219643.0108311783,NA,MORENA-PT-Partido Verde,50-54,-219643.0108311783
NA,Hombres,23,2.02,0.49504950495049505,23921.516031118434,NA,PAN-PRI-PRD,20-24,-23921.516031118434
NA,Mujeres,63,0.22,4.545454545454546,219643.0108311783,NA,MORENA-PT-Partido Verde,60-64,219643.0108311783
NA,Mujeres,37,0.76,1.3157894736842106,63580.87155639373,NA,PAN-PRI-PRD,35-39,63580.87155639373
NA,Mujeres,40,0.65,1.5384615384615383,74340.71135824495,NA,PAN-PRI-PRD,40-44,74340.71135824495
NA,Hombres,56,1.52,0.6578947368421053,31790.435778196865,NA,MORENA-PT-Partido Verde,55-59,-31790.435778196865
NA,Hombres,54,0.53,1.8867924528301885,91172.57053369663,NA,Movimiento Ciudadano,50-54,-91172.57053369663
NA,Hombres,29,0.71,1.4084507042253522,68058.39772233694,NA,MORENA-PT-Partido Verde,25-29,-68058.39772233694
NA,Mujeres,65,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde,65-100,38048.39557705451
NA,Mujeres,46,1.56,0.641025641025641,30975.296399268733,NA,MORENA-PT-Partido Verde,45-49,30975.296399268733
NA,Mujeres,23,0.79,1.2658227848101264,61166.40807956864,NA,NS,20-24,61166.40807956864
NA,Mujeres,30,0.76,1.3157894736842106,63580.87155639373,NA,PAN-PRI-PRD,30-34,63580.87155639373
NA,Mujeres,54,0.22,4.545454545454546,219643.0108311783,NA,MORENA-PT-Partido Verde,50-54,219643.0108311783
NA,Mujeres,27,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,25-29,127161.74311278746
NA,Mujeres,48,1.56,0.641025641025641,30975.296399268733,NA,MORENA-PT-Partido Verde,45-49,30975.296399268733
NA,Hombres,70,0.34,2.941176470588235,142121.94818488008,NA,MORENA-PT-Partido Verde,65-100,-142121.94818488008
NA,Hombres,60,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD,60-64,-42018.66294161672
NA,Mujeres,37,1.56,0.641025641025641,30975.296399268733,NA,MORENA-PT-Partido Verde,35-39,30975.296399268733
NA,Hombres,59,0.63,1.5873015873015872,76700.73394104639,NA,PAN-PRI-PRD,55-59,-76700.73394104639
NA,Mujeres,43,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde,40-44,178968.3791957749
NA,Hombres,27,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,25-29,-123901.18559707492
NA,Mujeres,65,0.22,4.545454545454546,219643.0108311783,NA,MORENA-PT-Partido Verde,65-100,219643.0108311783
NA,Hombres,56,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD,55-59,-42018.66294161672
NA,Hombres,29,0.71,1.4084507042253522,68058.39772233694,NA,MORENA-PT-Partido Verde,25-29,-68058.39772233694
NA,Mujeres,45,0.76,1.3157894736842106,63580.87155639373,NA,PAN-PRI-PRD,45-49,63580.87155639373
NA,Hombres,20,1.11,0.9009009009009008,43532.84899356687,NA,PAN-PRI-PRD,20-24,-43532.84899356687
NA,Mujeres,49,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde,45-49,178968.3791957749
NA,Mujeres,33,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde,30-34,178968.3791957749
NA,Hombres,55,0.22,4.545454545454546,219643.0108311783,NA,MORENA-PT-Partido Verde,55-59,-219643.0108311783
NA,Mujeres,29,0.69,1.4492753623188408,70031.10490269455,NA,MORENA-PT-Partido Verde,25-29,70031.10490269455
NA,Mujeres,28,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde,25-29,151004.5699464351
NA,Hombres,57,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD,55-59,-42018.66294161672
NA,Hombres,30,2.82,0.3546099290780142,17135.27034853164,NA,Ninguno,30-34,-17135.27034853164
NA,Mujeres,25,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,25-29,127161.74311278746
NA,Mujeres,54,0.22,4.545454545454546,219643.0108311783,NA,MORENA-PT-Partido Verde,50-54,219643.0108311783
NA,Mujeres,54,0.22,4.545454545454546,219643.0108311783,NA,MORENA-PT-Partido Verde,50-54,219643.0108311783
NA,Hombres,43,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,40-44,-210093.3147080836
NA,Hombres,67,0.22,4.545454545454546,219643.0108311783,NA,MORENA-PT-Partido Verde,65-100,-219643.0108311783
NA,Hombres,58,0.22,4.545454545454546,219643.0108311783,NA,MORENA-PT-Partido Verde,55-59,-219643.0108311783
NA,Hombres,29,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,25-29,-123901.18559707492
NA,Mujeres,27,2.6,0.3846153846153846,18585.17783956124,NA,MORENA-PT-Partido Verde,25-29,18585.17783956124
NA,Hombres,57,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD,55-59,-42018.66294161672
NA,Mujeres,35,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde,35-39,178968.3791957749
NA,Mujeres,67,0.22,4.545454545454546,219643.0108311783,NA,MORENA-PT-Partido Verde,65-100,219643.0108311783
NA,Hombres,30,0.78,1.282051282051282,61950.592798537466,NA,PAN-PRI-PRD,30-34,-61950.592798537466
NA,Mujeres,45,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde,45-49,178968.3791957749
NA,Mujeres,50,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,50-54,123901.18559707492
NA,Mujeres,27,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,25-29,127161.74311278746
NA,Mujeres,39,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde,35-39,178968.3791957749
NA,Mujeres,66,1.48,0.6756756756756757,32649.63674517515,NA,MORENA-PT-Partido Verde,65-100,32649.63674517515
NA,Hombres,58,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD,55-59,-42018.66294161672
NA,Hombres,22,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,20-24,-123901.18559707492
NA,Mujeres,47,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde,45-49,98615.22935277394
NA,Mujeres,20,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,20-24,127161.74311278746
NA,Hombres,64,0.22,4.545454545454546,219643.0108311783,NA,MORENA-PT-Partido Verde,60-64,-219643.0108311783
NA,Mujeres,37,1.56,0.641025641025641,30975.296399268733,NA,MORENA-PT-Partido Verde,35-39,30975.296399268733
NA,Mujeres,54,0.18,5.555555555555555,268452.56879366236,NA,MORENA-PT-Partido Verde,50-54,268452.56879366236
NA,Hombres,48,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD,45-49,-34029.19886116847
NA,Hombres,50,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD,50-54,-42018.66294161672
NA,Mujeres,26,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,25-29,127161.74311278746
NA,Hombres,47,0.65,1.5384615384615383,74340.71135824495,NA,Movimiento Ciudadano,45-49,-74340.71135824495
NA,Mujeres,66,0.22,4.545454545454546,219643.0108311783,NA,MORENA-PT-Partido Verde,65-100,219643.0108311783
NA,Mujeres,43,1.39,0.7194244604316548,34763.64200205701,NA,PAN-PRI-PRD,40-44,34763.64200205701
NA,Hombres,58,0.98,1.020408163265306,49307.61467638697,NA,PAN-PRI-PRD,55-59,-49307.61467638697
NA,Hombres,36,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD,35-39,-34029.19886116847
NA,Mujeres,68,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde,65-100,38048.39557705451
NA,Mujeres,22,0.79,1.2658227848101264,61166.40807956864,NA,NS,20-24,61166.40807956864
NA,Mujeres,40,0.65,1.5384615384615383,74340.71135824495,NA,PAN-PRI-PRD,40-44,74340.71135824495
NA,Hombres,27,1.24,0.8064516129032259,38968.921276499386,NA,Ninguno,25-29,-38968.921276499386
NA,Hombres,41,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD,40-44,-34029.19886116847
NA,Hombres,66,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde,65-100,-37458.4979712087
NA,Mujeres,58,0.18,5.555555555555555,268452.56879366236,NA,MORENA-PT-Partido Verde,55-59,268452.56879366236
NA,Hombres,18,0.69,1.4492753623188408,70031.10490269455,NA,NS,18-18,-70031.10490269455
NA,Mujeres,68,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde,65-100,38048.39557705451
NA,Mujeres,24,0.67,1.4925373134328357,72121.58564605855,NA,NS,20-24,72121.58564605855
NA,Mujeres,69,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,65-100,123901.18559707492
NA,Mujeres,51,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD,50-54,42762.35609102587
NA,Hombres,30,0.65,1.5384615384615383,74340.71135824495,NA,Movimiento Ciudadano,30-34,-74340.71135824495
NA,Hombres,27,0.71,1.4084507042253522,68058.39772233694,NA,MORENA-PT-Partido Verde,25-29,-68058.39772233694
NA,Mujeres,48,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde,45-49,98615.22935277394
NA,Hombres,55,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,55-59,-254323.48622557492
NA,Hombres,37,1.6,0.625,30200.91398928702,NA,MORENA-PT-Partido Verde,35-39,-30200.91398928702
NA,Mujeres,33,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde,30-34,178968.3791957749
NA,Mujeres,25,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde,25-29,151004.5699464351
NA,Mujeres,51,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD,50-54,42762.35609102587
NA,Hombres,58,0.34,2.941176470588235,142121.94818488008,NA,MORENA-PT-Partido Verde,55-59,-142121.94818488008
NA,Hombres,20,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,20-24,-123901.18559707492
NA,Mujeres,31,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde,30-34,178968.3791957749
NA,Hombres,46,1.6,0.625,30200.91398928702,NA,MORENA-PT-Partido Verde,45-49,-30200.91398928702
NA,Mujeres,30,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde,30-34,98615.22935277394
NA,Hombres,32,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde,30-34,-178968.3791957749
NA,Mujeres,44,0.76,1.3157894736842106,63580.87155639373,NA,PAN-PRI-PRD,40-44,63580.87155639373
NA,Mujeres,23,1.68,0.5952380952380952,28762.7752278924,NA,PAN-PRI-PRD,20-24,28762.7752278924
NA,Hombres,21,0.71,1.4084507042253522,68058.39772233694,NA,MORENA-PT-Partido Verde,20-24,-68058.39772233694
NA,Mujeres,25,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,25-29,127161.74311278746
NA,Hombres,56,0.63,1.5873015873015872,76700.73394104639,NA,PAN-PRI-PRD,55-59,-76700.73394104639
NA,Hombres,48,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,45-49,-210093.3147080836
NA,Mujeres,36,1.39,0.7194244604316548,34763.64200205701,NA,PAN-PRI-PRD,35-39,34763.64200205701
NA,Mujeres,51,0.22,4.545454545454546,219643.0108311783,NA,MORENA-PT-Partido Verde,50-54,219643.0108311783
NA,Mujeres,46,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde,45-49,178968.3791957749
NA,Mujeres,24,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,20-24,127161.74311278746
NA,Mujeres,52,0.62,1.6129032258064515,77937.84255299877,NA,PAN-PRI-PRD,50-54,77937.84255299877
NA,Hombres,57,0.54,1.8518518518518516,89484.18959788745,NA,PAN-PRI-PRD,55-59,-89484.18959788745
NA,Hombres,43,0.78,1.282051282051282,61950.592798537466,NA,PAN-PRI-PRD,40-44,-61950.592798537466
NA,Hombres,25,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,25-29,-123901.18559707492
NA,Mujeres,51,0.18,5.555555555555555,268452.56879366236,NA,MORENA-PT-Partido Verde,50-54,268452.56879366236
NA,Hombres,29,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,25-29,-123901.18559707492
NA,Hombres,38,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde,35-39,-178968.3791957749
NA,Mujeres,49,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde,45-49,98615.22935277394
NA,Mujeres,26,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,25-29,127161.74311278746
NA,Mujeres,35,0.76,1.3157894736842106,63580.87155639373,NA,PAN-PRI-PRD,35-39,63580.87155639373
NA,Mujeres,25,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,25-29,127161.74311278746
NA,Hombres,45,0.42,2.380952380952381,115051.1009115696,NA,MORENA-PT-Partido Verde,45-49,-115051.1009115696
NA,Hombres,29,0.71,1.4084507042253522,68058.39772233694,NA,MORENA-PT-Partido Verde,25-29,-68058.39772233694
NA,Mujeres,39,1.39,0.7194244604316548,34763.64200205701,NA,PAN-PRI-PRD,35-39,34763.64200205701
NA,Hombres,48,0.5,2,96642.92476571846,NA,MORENA-PT-Partido Verde,45-49,-96642.92476571846
NA,Hombres,63,0.63,1.5873015873015872,76700.73394104639,NA,PAN-PRI-PRD,60-64,-76700.73394104639
NA,Hombres,25,0.33,3.0303030303030303,146428.6738874522,NA,MORENA-PT-Partido Verde,25-29,-146428.6738874522
NA,Mujeres,52,0.62,1.6129032258064515,77937.84255299877,NA,PAN-PRI-PRD,50-54,77937.84255299877
NA,Hombres,66,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD,65-100,-42018.66294161672
NA,Mujeres,22,0.92,1.0869565217391304,52523.3286770209,NA,PAN-PRI-PRD,20-24,52523.3286770209
NA,Hombres,39,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD,35-39,-72121.58564605855
NA,Mujeres,47,0.65,1.5384615384615383,74340.71135824495,NA,PAN-PRI-PRD,45-49,74340.71135824495
NA,Hombres,62,0.54,1.8518518518518516,89484.18959788745,NA,PAN-PRI-PRD,60-64,-89484.18959788745
NA,Mujeres,23,0.67,1.4925373134328357,72121.58564605855,NA,Ninguno,20-24,72121.58564605855
NA,Hombres,54,0.4,2.5,120803.65595714808,NA,MORENA-PT-Partido Verde,50-54,-120803.65595714808
NA,Mujeres,43,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde,40-44,178968.3791957749
NA,Mujeres,20,0.57,1.7543859649122808,84774.49540852498,NA,Ninguno,20-24,84774.49540852498
NA,Mujeres,51,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,50-54,123901.18559707492
NA,Hombres,56,1.52,0.6578947368421053,31790.435778196865,NA,MORENA-PT-Partido Verde,55-59,-31790.435778196865
NA,Hombres,45,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD,45-49,-34029.19886116847
NA,Hombres,65,0.98,1.020408163265306,49307.61467638697,NA,PAN-PRI-PRD,65-100,-49307.61467638697
NA,Mujeres,51,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde,50-54,38048.39557705451
NA,Mujeres,32,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,30-34,210093.3147080836
NA,Hombres,29,0.94,1.0638297872340423,51405.81104559492,NA,PAN-PRI-PRD,25-29,-51405.81104559492
NA,Mujeres,50,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde,50-54,38048.39557705451
NA,Hombres,47,2.09,0.4784688995215311,23120.31692959772,NA,Movimiento Ciudadano,45-49,-23120.31692959772
NA,Hombres,43,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD,40-44,-72121.58564605855
NA,Mujeres,26,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde,25-29,151004.5699464351
NA,Mujeres,34,0.54,1.8518518518518516,89484.18959788745,NA,Movimiento Ciudadano,30-34,89484.18959788745
NA,Hombres,30,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD,30-34,-72121.58564605855
NA,Mujeres,28,0.59,1.6949152542372885,81900.78369976142,NA,MORENA-PT-Partido Verde,25-29,81900.78369976142
NA,Mujeres,45,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde,45-49,98615.22935277394
NA,Hombres,52,0.4,2.5,120803.65595714808,NA,MORENA-PT-Partido Verde,50-54,-120803.65595714808
NA,Hombres,60,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,60-64,-254323.48622557492
NA,Hombres,54,0.4,2.5,120803.65595714808,NA,MORENA-PT-Partido Verde,50-54,-120803.65595714808
NA,Hombres,62,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,60-64,-254323.48622557492
NA,Mujeres,41,0.65,1.5384615384615383,74340.71135824495,NA,PAN-PRI-PRD,40-44,74340.71135824495
NA,Hombres,50,3.7,0.27027027027027023,13059.85469807006,NA,PAN-PRI-PRD,50-54,-13059.85469807006
NA,Hombres,62,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde,60-64,-37458.4979712087
NA,Mujeres,33,0.35,2.857142857142857,138061.3210938835,NA,Movimiento Ciudadano,30-34,138061.3210938835
NA,Hombres,24,6.49,0.15408320493066255,7445.5257908874,NA,PAN-PRI-PRD,20-24,-7445.5257908874
NA,Hombres,41,1.6,0.625,30200.91398928702,NA,MORENA-PT-Partido Verde,40-44,-30200.91398928702
NA,Hombres,37,0.3,3.3333333333333335,161071.54127619744,NA,Movimiento Ciudadano,35-39,-161071.54127619744
NA,Mujeres,50,3.62,0.27624309392265195,13348.470271508077,NA,PAN-PRI-PRD,50-54,13348.470271508077
NA,Mujeres,31,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,30-34,210093.3147080836
NA,Hombres,53,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde,50-54,-37458.4979712087
NA,Mujeres,20,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde,20-24,151004.5699464351
NA,Hombres,47,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD,45-49,-34029.19886116847
NA,Hombres,36,4.58,0.2183406113537118,10550.537638178872,NA,PAN-PRI-PRD,35-39,-10550.537638178872
NA,Hombres,78,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde,65-100,-37458.4979712087
NA,Mujeres,49,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde,45-49,98615.22935277394
NA,Hombres,57,0.4,2.5,120803.65595714808,NA,MORENA-PT-Partido Verde,55-59,-120803.65595714808
NA,Mujeres,33,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde,30-34,98615.22935277394
NA,Hombres,24,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,20-24,-123901.18559707492
NA,Hombres,51,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,50-54,-254323.48622557492
NA,Hombres,74,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde,65-100,-37458.4979712087
NA,Mujeres,46,0.76,1.3157894736842106,63580.87155639373,NA,PAN-PRI-PRD,45-49,63580.87155639373
NA,Hombres,57,1.52,0.6578947368421053,31790.435778196865,NA,MORENA-PT-Partido Verde,55-59,-31790.435778196865
NA,Mujeres,35,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde,35-39,98615.22935277394
NA,Hombres,44,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD,40-44,-34029.19886116847
NA,Hombres,65,0.33,3.0303030303030303,146428.6738874522,NA,Ninguno,65-100,-146428.6738874522
NA,Mujeres,22,0.69,1.4492753623188408,70031.10490269455,NA,MORENA-PT-Partido Verde,20-24,70031.10490269455
NA,Hombres,26,0.33,3.0303030303030303,146428.6738874522,NA,MORENA-PT-Partido Verde,25-29,-146428.6738874522
NA,Mujeres,32,1.19,0.8403361344537815,40606.270909965744,NA,PAN-PRI-PRD,30-34,40606.270909965744
NA,Mujeres,44,1.56,0.641025641025641,30975.296399268733,NA,MORENA-PT-Partido Verde,40-44,30975.296399268733
NA,Hombres,52,1.69,0.591715976331361,28592.581291632683,NA,Movimiento Ciudadano,50-54,-28592.581291632683
NA,Hombres,28,0.94,1.0638297872340423,51405.81104559492,NA,PAN-PRI-PRD,25-29,-51405.81104559492
NA,Mujeres,38,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,35-39,210093.3147080836
NA,Hombres,41,2.09,0.4784688995215311,23120.31692959772,NA,Movimiento Ciudadano,40-44,-23120.31692959772
NA,Mujeres,23,0.92,1.0869565217391304,52523.3286770209,NA,PAN-PRI-PRD,20-24,52523.3286770209
NA,Hombres,35,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD,35-39,-72121.58564605855
NA,Mujeres,40,1.56,0.641025641025641,30975.296399268733,NA,MORENA-PT-Partido Verde,40-44,30975.296399268733
NA,Mujeres,45,1.56,0.641025641025641,30975.296399268733,NA,MORENA-PT-Partido Verde,45-49,30975.296399268733
NA,Hombres,73,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD,65-100,-42018.66294161672
NA,Mujeres,54,1.94,0.5154639175257733,24907.970300442907,NA,Movimiento Ciudadano,50-54,24907.970300442907
NA,Hombres,27,0.78,1.282051282051282,61950.592798537466,NA,Movimiento Ciudadano,25-29,-61950.592798537466
NA,Hombres,23,0.81,1.2345679012345678,59656.12639859164,NA,NS,20-24,-59656.12639859164
NA,Mujeres,38,4.47,0.2237136465324385,10810.170555449493,NA,PAN-PRI-PRD,35-39,10810.170555449493
NA,Mujeres,61,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde,60-64,38048.39557705451
